Date,VIX9D
2011-06-01,19.100000381469727
2011-06-02,18.93000030517578
2011-06-03,17.989999771118164
2011-06-06,19.350000381469727
2011-06-07,18.40999984741211
2011-06-08,19.020000457763672
2011-06-09,18.110000610351562
2011-06-10,18.920000076293945
2011-06-13,20.280000686645508
2011-06-14,18.440000534057617
2011-06-15,22.030000686645508
2011-06-16,24.6299991607666
2011-06-17,23.1299991607666
2011-06-20,20.739999771118164
2011-06-21,20.18000030517578
2011-06-22,18.639999389648438
2011-06-23,20.06999969482422
2011-06-24,22.469999313354492
2011-06-27,21.989999771118164
2011-06-28,19.829999923706055
2011-06-29,16.959999084472656
2011-06-30,15.140000343322754
2011-07-01,15.289999961853027
2011-07-05,15.850000381469727
2011-07-06,15.65999984741211
2011-07-07,15.289999961853027
2011-07-08,15.5600004196167
2011-07-11,20.139999389648438
2011-07-12,21.5
2011-07-13,20.649999618530273
2011-07-14,22.190000534057617
2011-07-15,19.81999969482422
2011-07-18,22.1299991607666
2011-07-19,19.690000534057617
2011-07-20,19.75
2011-07-21,17.540000915527344
2011-07-22,16.959999084472656
2011-07-25,20.399999618530273
2011-07-26,20.829999923706055
2011-07-27,24.40999984741211
2011-07-28,27.520000457763672
2011-07-29,30.350000381469727
2011-08-01,26.850000381469727
2011-08-02,27.780000686645508
2011-08-03,24.700000762939453
2011-08-04,39.88999938964844
2011-08-05,37.58000183105469
2011-08-08,68.0
2011-08-09,43.380001068115234
2011-08-10,56.65999984741211
2011-08-11,46.97999954223633
2011-08-12,38.40999984741211
2011-08-15,32.939998626708984
2011-08-16,33.09000015258789
2011-08-17,31.219999313354492
2011-08-18,46.54999923706055
2011-08-19,47.40999984741211
2011-08-22,44.56999969482422
2011-08-23,37.810001373291016
2011-08-24,37.43000030517578
2011-08-25,44.08000183105469
2011-08-26,36.34000015258789
2011-08-29,33.38999938964844
2011-08-30,34.66999816894531
2011-08-31,32.33000183105469
2011-09-01,31.780000686645508
2011-09-02,31.940000534057617
2011-09-06,39.2400016784668
2011-09-07,32.439998626708984
2011-09-08,34.40999984741211
2011-09-09,40.41999816894531
2011-09-12,40.45000076293945
2011-09-13,37.630001068115234
2011-09-14,35.029998779296875
2011-09-15,32.790000915527344
2011-09-16,32.52000045776367
2011-09-19,34.599998474121094
2011-09-20,34.4900016784668
2011-09-21,37.7599983215332
2011-09-22,43.4900016784668
2011-09-23,42.65999984741211
2011-09-26,40.16999816894531
2011-09-27,38.93000030517578
2011-09-28,42.810001373291016
2011-09-29,39.790000915527344
2011-09-30,43.72999954223633
2011-10-03,48.63999938964844
2011-10-04,41.470001220703125
2011-10-05,37.58000183105469
2011-10-06,34.959999084472656
2011-10-07,33.619998931884766
2011-10-10,31.299999237060547
2011-10-11,30.010000228881836
2011-10-12,29.020000457763672
2011-10-13,27.709999084472656
2011-10-14,26.489999771118164
2011-10-17,33.95000076293945
2011-10-18,32.209999084472656
2011-10-19,34.70000076293945
2011-10-20,36.70000076293945
2011-10-21,32.150001525878906
2011-10-24,30.190000534057617
2011-10-25,33.56999969482422
2011-10-26,30.329999923706055
2011-10-27,24.950000762939453
2011-10-28,23.030000686645508
2011-10-31,30.8799991607666
2011-11-01,36.720001220703125
2011-11-02,33.060001373291016
2011-11-03,29.5
2011-11-04,28.43000030517578
2011-11-07,28.389999389648438
2011-11-08,24.56999969482422
2011-11-09,38.13999938964844
2011-11-10,32.130001068115234
2011-11-11,28.030000686645508
2011-11-14,31.229999542236328
2011-11-15,31.56999969482422
2011-11-16,34.119998931884766
2011-11-17,32.619998931884766
2011-11-18,30.260000228881836
2011-11-21,33.34000015258789
2011-11-22,31.030000686645508
2011-11-23,33.599998474121094
2011-11-25,33.95000076293945
2011-11-28,31.8799991607666
2011-11-29,30.399999618530273
2011-11-30,27.43000030517578
2011-12-01,27.0
2011-12-02,27.780000686645508
2011-12-05,28.84000015258789
2011-12-06,28.5
2011-12-07,30.190000534057617
2011-12-08,31.6200008392334
2011-12-09,24.440000534057617
2011-12-12,25.989999771118164
2011-12-13,25.6299991607666
2011-12-14,25.6200008392334
2011-12-15,24.06999969482422
2011-12-16,22.760000228881836
2011-12-19,23.15999984741211
2011-12-20,21.549999237060547
2011-12-21,20.6200008392334
2011-12-22,19.719999313354492
2011-12-23,17.809999465942383
2011-12-27,20.600000381469727
2011-12-28,22.420000076293945
2011-12-29,19.420000076293945
2011-12-30,19.360000610351562
2012-01-03,20.6299991607666
2012-01-04,19.31999969482422
2012-01-05,18.25
2012-01-06,17.010000228881836
2012-01-09,17.610000610351562
2012-01-10,17.479999542236328
2012-01-11,17.1200008392334
2012-01-12,16.649999618530273
2012-01-13,17.690000534057617
2012-01-17,22.06999969482422
2012-01-18,20.670000076293945
2012-01-19,17.40999984741211
2012-01-20,16.1200008392334
2012-01-23,18.1200008392334
2012-01-24,18.079999923706055
2012-01-25,17.360000610351562
2012-01-26,16.399999618530273
2012-01-27,16.6299991607666
2012-01-30,18.469999313354492
2012-01-31,18.440000534057617
2012-02-01,16.8700008392334
2012-02-02,15.779999732971191
2012-02-03,15.34000015258789
2012-02-06,16.639999389648438
2012-02-07,16.110000610351562
2012-02-08,16.329999923706055
2012-02-09,16.559999465942383
2012-02-10,19.65999984741211
2012-02-13,18.450000762939453
2012-02-14,19.229999542236328
2012-02-15,21.260000228881836
2012-02-16,17.1200008392334
2012-02-17,16.229999542236328
2012-02-21,17.440000534057617
2012-02-22,17.09000015258789
2012-02-23,14.829999923706055
2012-02-24,15.09000015258789
2012-02-27,16.940000534057617
2012-02-28,16.56999969482422
2012-02-29,16.850000381469727
2012-03-01,15.0600004196167
2012-03-02,14.4399995803833
2012-03-05,15.979999542236328
2012-03-06,20.100000381469727
2012-03-07,17.3700008392334
2012-03-08,16.979999542236328
2012-03-09,15.300000190734863
2012-03-12,15.539999961853027
2012-03-13,16.350000381469727
2012-03-14,16.719999313354492
2012-03-15,14.289999961853027
2012-03-16,13.470000267028809
2012-03-19,14.619999885559082
2012-03-20,15.3100004196167
2012-03-21,15.369999885559082
2012-03-22,15.899999618530273
2012-03-23,14.329999923706055
2012-03-26,14.300000190734863
2012-03-27,15.430000305175781
2012-03-28,14.930000305175781
2012-03-29,14.550000190734863
2012-03-30,14.199999809265137
2012-04-02,14.770000457763672
2012-04-03,14.359999656677246
2012-04-04,12.920000076293945
2012-04-05,14.699999809265137
2012-04-09,17.8700008392334
2012-04-10,19.84000015258789
2012-04-11,18.690000534057617
2012-04-12,15.989999771118164
2012-04-13,19.06999969482422
2012-04-16,20.1299991607666
2012-04-17,18.84000015258789
2012-04-18,18.850000381469727
2012-04-19,18.09000015258789
2012-04-20,16.850000381469727
2012-04-23,19.100000381469727
2012-04-24,17.8700008392334
2012-04-25,16.139999389648438
2012-04-26,14.699999809265137
2012-04-27,14.649999618530273
2012-04-30,16.549999237060547
2012-05-01,15.630000114440918
2012-05-02,16.229999542236328
2012-05-03,16.940000534057617
2012-05-04,18.420000076293945
2012-05-07,18.459999084472656
2012-05-08,19.09000015258789
2012-05-09,20.239999771118164
2012-05-10,18.639999389648438
2012-05-11,20.190000534057617
2012-05-14,22.559999465942383
2012-05-15,22.6299991607666
2012-05-16,22.40999984741211
2012-05-17,25.440000534057617
2012-05-18,26.600000381469727
2012-05-21,21.93000030517578
2012-05-22,22.030000686645508
2012-05-23,21.75
2012-05-24,19.219999313354492
2012-05-25,19.209999084472656
2012-05-29,19.479999542236328
2012-05-30,23.389999389648438
2012-05-31,22.40999984741211
2012-06-01,26.200000762939453
2012-06-04,24.670000076293945
2012-06-05,23.170000076293945
2012-06-06,19.309999465942383
2012-06-07,19.6200008392334
2012-06-08,19.850000381469727
2012-06-11,26.389999389648438
2012-06-12,24.219999313354492
2012-06-13,26.190000534057617
2012-06-14,25.219999313354492
2012-06-15,24.31999969482422
2012-06-18,19.170000076293945
2012-06-19,19.530000686645508
2012-06-20,17.440000534057617
2012-06-21,20.920000076293945
2012-06-22,17.940000534057617
2012-06-25,20.399999618530273
2012-06-26,18.739999771118164
2012-06-27,17.1200008392334
2012-06-28,18.139999389648438
2012-06-29,15.010000228881836
2012-07-02,15.109999656677246
2012-07-03,14.680000305175781
2012-07-05,15.779999732971191
2012-07-06,15.010000228881836
2012-07-09,17.1299991607666
2012-07-10,18.100000381469727
2012-07-11,17.260000228881836
2012-07-12,18.010000228881836
2012-07-13,14.699999809265137
2012-07-16,16.530000686645508
2012-07-17,15.630000114440918
2012-07-18,15.0
2012-07-19,14.319999694824219
2012-07-20,15.609999656677246
2012-07-23,19.020000457763672
2012-07-24,21.15999984741211
2012-07-25,19.309999465942383
2012-07-26,17.799999237060547
2012-07-27,16.299999237060547
2012-07-30,18.860000610351562
2012-07-31,19.860000610351562
2012-08-01,20.790000915527344
2012-08-02,16.639999389648438
2012-08-03,14.199999809265137
2012-08-06,14.850000381469727
2012-08-07,14.680000305175781
2012-08-08,13.520000457763672
2012-08-09,13.0
2012-08-10,12.449999809265137
2012-08-13,13.149999618530273
2012-08-14,13.020000457763672
2012-08-15,12.369999885559082
2012-08-16,12.350000381469727
2012-08-17,11.5
2012-08-20,12.239999771118164
2012-08-21,13.210000038146973
2012-08-22,13.149999618530273
2012-08-23,13.670000076293945
2012-08-24,13.100000381469727
2012-08-27,14.890000343322754
2012-08-28,15.210000038146973
2012-08-29,15.289999961853027
2012-08-30,16.8700008392334
2012-08-31,15.729999542236328
2012-09-04,17.43000030517578
2012-09-05,17.899999618530273
2012-09-06,14.979999542236328
2012-09-07,13.25
2012-09-10,16.940000534057617
2012-09-11,16.940000534057617
2012-09-12,15.949999809265137
2012-09-13,14.460000038146973
2012-09-14,14.119999885559082
2012-09-17,14.100000381469727
2012-09-18,13.4399995803833
2012-09-19,13.069999694824219
2012-09-20,12.890000343322754
2012-09-21,13.220000267028809
2012-09-24,13.229999542236328
2012-09-25,14.800000190734863
2012-09-26,16.440000534057617
2012-09-27,14.050000190734863
2012-09-28,15.239999771118164
2012-10-01,15.630000114440918
2012-10-02,14.5600004196167
2012-10-03,14.109999656677246
2012-10-04,13.430000305175781
2012-10-05,12.229999542236328
2012-10-08,14.170000076293945
2012-10-09,15.979999542236328
2012-10-10,15.930000305175781
2012-10-11,14.470000267028809
2012-10-12,15.489999771118164
2012-10-15,14.319999694824219
2012-10-16,13.569999694824219
2012-10-17,13.220000267028809
2012-10-18,13.649999618530273
