Date,VIX9D
2012-10-19,17.639999389648438
2012-10-22,16.780000686645508
2012-10-23,20.610000610351562
2012-10-24,18.940000534057617
2012-10-25,18.270000457763672
2012-10-26,16.799999237060547
2012-10-31,19.149999618530273
2012-11-01,17.350000381469727
2012-11-02,18.510000228881836
2012-11-05,20.450000762939453
2012-11-06,19.299999237060547
2012-11-07,19.8700008392334
2012-11-08,18.18000030517578
2012-11-09,18.5
2012-11-12,16.270000457763672
2012-11-13,16.25
2012-11-14,18.670000076293945
2012-11-15,18.93000030517578
2012-11-16,17.059999465942383
2012-11-19,15.569999694824219
2012-11-20,15.239999771118164
2012-11-21,15.329999923706055
2012-11-23,15.25
2012-11-26,16.010000228881836
2012-11-27,16.1200008392334
2012-11-28,15.720000267028809
2012-11-29,15.199999809265137
2012-11-30,15.8100004196167
2012-12-03,17.100000381469727
2012-12-04,17.190000534057617
2012-12-05,15.979999542236328
2012-12-06,15.949999809265137
2012-12-07,15.25
2012-12-10,15.15999984741211
2012-12-11,15.210000038146973
2012-12-12,15.260000228881836
2012-12-13,15.770000457763672
2012-12-14,16.489999771118164
2012-12-17,16.56999969482422
2012-12-18,16.219999313354492
2012-12-19,18.469999313354492
2012-12-20,19.040000915527344
2012-12-21,18.200000762939453
2012-12-24,20.1200008392334
2012-12-26,21.479999542236328
2012-12-27,21.68000030517578
2012-12-28,26.93000030517578
2012-12-31,20.270000457763672
2013-01-02,12.9399995803833
2013-01-03,13.300000190734863
2013-01-04,11.619999885559082
2013-01-07,11.989999771118164
2013-01-08,11.760000228881836
2013-01-09,11.600000381469727
2013-01-10,11.170000076293945
2013-01-11,11.220000267028809
2013-01-14,12.149999618530273
2013-01-15,12.050000190734863
2013-01-16,11.829999923706055
2013-01-17,12.390000343322754
2013-01-18,10.899999618530273
2013-01-22,11.210000038146973
2013-01-23,11.039999961853027
2013-01-24,11.119999885559082
2013-01-25,11.630000114440918
2013-01-28,13.010000228881836
2013-01-29,13.15999984741211
2013-01-30,14.239999771118164
2013-01-31,14.029999732971191
2013-02-01,10.850000381469727
2013-02-04,14.25
2013-02-05,12.779999732971191
2013-02-06,12.039999961853027
2013-02-07,12.029999732971191
2013-02-08,11.380000114440918
2013-02-11,11.859999656677246
2013-02-12,11.050000190734863
2013-02-13,11.09000015258789
2013-02-14,10.8100004196167
2013-02-15,10.789999961853027
2013-02-19,11.430000305175781
2013-02-20,15.359999656677246
2013-02-21,16.010000228881836
2013-02-22,14.579999923706055
2013-02-25,21.8700008392334
2013-02-26,18.110000610351562
2013-02-27,14.90999984741211
2013-02-28,15.989999771118164
2013-03-01,14.550000190734863
2013-03-04,12.930000305175781
2013-03-05,12.539999961853027
2013-03-06,12.220000267028809
2013-03-07,11.6899995803833
2013-03-08,10.770000457763672
2013-03-11,11.25
2013-03-12,12.479999542236328
2013-03-13,11.420000076293945
2013-03-14,11.079999923706055
2013-03-15,10.5
2013-03-18,13.460000038146973
2013-03-19,14.84000015258789
2013-03-20,13.649999618530273
2013-03-21,16.010000228881836
2013-03-22,15.229999542236328
2013-03-25,14.220000267028809
2013-03-26,11.75
2013-03-27,12.289999961853027
2013-03-28,11.029999732971191
2013-04-01,12.970000267028809
2013-04-02,11.619999885559082
2013-04-03,14.300000190734863
2013-04-04,13.619999885559082
2013-04-05,13.59000015258789
2013-04-08,13.149999618530273
2013-04-09,12.420000076293945
2013-04-10,11.470000267028809
2013-04-11,11.050000190734863
2013-04-12,11.369999885559082
2013-04-15,20.670000076293945
2013-04-16,14.40999984741211
2013-04-17,18.770000457763672
2013-04-18,19.299999237060547
2013-04-19,15.25
2013-04-22,14.850000381469727
2013-04-23,13.09000015258789
2013-04-24,13.319999694824219
2013-04-25,13.0
2013-04-26,12.850000381469727
2013-04-29,13.5
2013-04-30,13.369999885559082
2013-05-01,15.029999732971191
2013-05-02,13.029999732971191
2013-05-03,11.680000305175781
2013-05-06,11.640000343322754
2013-05-07,11.729999542236328
2013-05-08,11.270000457763672
2013-05-09,11.970000267028809
2013-05-10,11.149999618530273
2013-05-13,13.079999923706055
2013-05-14,13.329999923706055
2013-05-15,13.630000114440918
2013-05-16,13.270000457763672
2013-05-17,12.600000381469727
2013-05-20,13.140000343322754
2013-05-21,13.5600004196167
2013-05-22,14.050000190734863
2013-05-23,14.069999694824219
2013-05-24,13.1899995803833
2013-05-28,15.600000381469727
2013-05-29,15.760000228881836
2013-05-30,14.6899995803833
2013-05-31,16.700000762939453
2013-06-03,17.239999771118164
2013-06-04,16.889999389648438
2013-06-05,18.540000915527344
2013-06-06,17.25
2013-06-07,14.210000038146973
2013-06-10,15.15999984741211
2013-06-11,17.469999313354492
2013-06-12,19.100000381469727
2013-06-13,15.619999885559082
2013-06-14,16.899999618530273
2013-06-17,17.239999771118164
2013-06-18,17.6200008392334
2013-06-19,17.6200008392334
2013-06-20,23.399999618530273
2013-06-21,20.559999465942383
2013-06-24,22.31999969482422
2013-06-25,18.979999542236328
2013-06-26,17.020000457763672
2013-06-27,16.100000381469727
2013-06-28,15.979999542236328
2013-07-01,16.06999969482422
2013-07-02,15.5600004196167
2013-07-03,15.9399995803833
2013-07-05,13.079999923706055
2013-07-08,14.220000267028809
2013-07-09,13.449999809265137
2013-07-10,13.510000228881836
2013-07-11,13.039999961853027
2013-07-12,12.329999923706055
2013-07-15,13.050000190734863
2013-07-16,13.619999885559082
2013-07-17,12.569999694824219
2013-07-18,12.479999542236328
2013-07-19,11.609999656677246
2013-07-22,11.789999961853027
2013-07-23,12.579999923706055
2013-07-24,13.130000114440918
2013-07-25,12.819999694824219
2013-07-26,11.970000267028809
2013-07-29,13.229999542236328
2013-07-30,13.529999732971191
2013-07-31,13.329999923706055
2013-08-01,12.25
2013-08-02,10.199999809265137
2013-08-05,10.609999656677246
2013-08-06,11.800000190734863
2013-08-07,11.949999809265137
2013-08-08,11.520000457763672
2013-08-09,13.229999542236328
2013-08-12,13.680000305175781
2013-08-13,12.670000076293945
2013-08-14,13.279999732971191
2013-08-15,16.43000030517578
2013-08-16,15.710000038146973
2013-08-19,15.489999771118164
2013-08-20,14.270000457763672
2013-08-21,15.210000038146973
2013-08-22,12.989999771118164
2013-08-23,11.819999694824219
2013-08-26,13.930000305175781
2013-08-27,16.040000915527344
2013-08-28,15.470000267028809
2013-08-29,15.40999984741211
2013-08-30,15.869999885559082
2013-09-03,15.970000267028809
2013-09-04,14.279999732971191
2013-09-05,14.380000114440918
2013-09-06,14.569999694824219
2013-09-09,15.010000228881836
2013-09-10,13.350000381469727
2013-09-11,12.3100004196167
2013-09-12,13.029999732971191
2013-09-13,12.600000381469727
2013-09-16,14.039999961853027
2013-09-17,14.489999771118164
2013-09-18,13.399999618530273
2013-09-19,12.029999732971191
2013-09-20,12.420000076293945
2013-09-23,13.970000267028809
2013-09-24,13.75
2013-09-25,13.789999961853027
2013-09-26,14.119999885559082
2013-09-27,16.219999313354492
2013-09-30,17.729999542236328
2013-10-01,14.670000076293945
2013-10-02,15.8100004196167
2013-10-03,17.579999923706055
2013-10-04,16.6200008392334
2013-10-07,20.18000030517578
2013-10-08,21.8700008392334
2013-10-09,20.389999389648438
2013-10-10,17.34000015258789
2013-10-11,16.799999237060547
2013-10-14,19.100000381469727
2013-10-15,23.540000915527344
2013-10-16,16.18000030517578
2013-10-17,12.930000305175781
2013-10-18,12.90999984741211
2013-10-21,12.789999961853027
2013-10-22,12.729999542236328
2013-10-23,12.369999885559082
2013-10-24,11.949999809265137
2013-10-25,11.59000015258789
2013-10-28,12.029999732971191
2013-10-29,12.569999694824219
2013-10-30,12.979999542236328
2013-10-31,12.619999885559082
2013-11-01,12.100000381469727
2013-11-04,11.8100004196167
2013-11-05,12.140000343322754
2013-11-06,11.609999656677246
2013-11-07,13.1899995803833
2013-11-08,11.970000267028809
2013-11-11,12.630000114440918
2013-11-12,13.020000457763672
2013-11-13,12.75
2013-11-14,11.6899995803833
2013-11-15,11.15999984741211
2013-11-18,11.800000190734863
2013-11-19,11.869999885559082
2013-11-20,12.029999732971191
2013-11-21,10.710000038146973
2013-11-22,10.34000015258789
2013-11-25,11.520000457763672
2013-11-26,11.550000190734863
2013-11-27,11.65999984741211
2013-11-29,13.59000015258789
2013-12-02,14.300000190734863
2013-12-03,14.680000305175781
2013-12-04,14.710000038146973
2013-12-05,15.420000076293945
2013-12-06,12.699999809265137
2013-12-09,13.520000457763672
2013-12-10,14.649999618530273
2013-12-11,17.360000610351562
2013-12-12,16.610000610351562
2013-12-13,17.229999542236328
2013-12-16,17.1200008392334
2013-12-17,17.059999465942383
2013-12-18,12.949999809265137
2013-12-19,12.779999732971191
2013-12-20,12.729999542236328
2013-12-23,12.229999542236328
2013-12-24,11.109999656677246
2013-12-26,10.920000076293945
2013-12-27,11.479999542236328
2013-12-30,12.989999771118164
2013-12-31,13.75
2014-01-02,13.829999923706055
2014-01-03,12.170000076293945
2014-01-06,12.510000228881836
2014-01-07,11.569999694824219
2014-01-08,11.619999885559082
2014-01-09,11.75
2014-01-10,9.970000267028809
2014-01-13,13.09000015258789
2014-01-14,11.3100004196167
2014-01-15,10.640000343322754
2014-01-16,11.09000015258789
2014-01-17,11.460000038146973
2014-01-21,12.460000038146973
2014-01-22,12.300000190734863
2014-01-23,14.210000038146973
2014-01-24,20.84000015258789
2014-01-27,19.040000915527344
2014-01-28,17.290000915527344
2014-01-29,19.399999618530273
2014-01-30,17.950000762939453
2014-01-31,19.31999969482422
2014-02-03,23.950000762939453
2014-02-04,20.3700008392334
2014-02-05,21.299999237060547
2014-02-06,18.670000076293945
2014-02-07,14.510000228881836
2014-02-10,14.220000267028809
2014-02-11,13.039999961853027
2014-02-12,12.670000076293945
2014-02-13,12.0600004196167
2014-02-14,10.84000015258789
2014-02-18,12.180000305175781
2014-02-19,13.899999618530273
2014-02-20,13.25
2014-02-21,13.039999961853027
2014-02-24,13.550000190734863
2014-02-25,12.859999656677246
2014-02-26,13.270000457763672
2014-02-27,12.420000076293945
2014-02-28,13.029999732971191
2014-03-03,16.209999084472656
2014-03-04,13.220000267028809
2014-03-05,12.489999771118164
2014-03-06,13.079999923706055
2014-03-07,12.739999771118164
2014-03-10,13.140000343322754
2014-03-11,14.130000114440918
2014-03-12,13.850000381469727
2014-03-13,17.209999084472656
2014-03-14,20.639999389648438
2014-03-17,15.869999885559082
2014-03-18,14.229999542236328
2014-03-19,15.0
2014-03-20,14.220000267028809
2014-03-21,14.699999809265137
2014-03-24,15.300000190734863
2014-03-25,13.869999885559082
2014-03-26,15.5600004196167
2014-03-27,15.170000076293945
2014-03-28,14.40999984741211
2014-03-31,13.75
2014-04-01,12.289999961853027
2014-04-02,12.130000114440918
2014-04-03,12.529999732971191
2014-04-04,13.180000305175781
2014-04-07,16.079999923706055
2014-04-08,14.510000228881836
2014-04-09,12.6899995803833
2014-04-10,16.5
2014-04-11,17.639999389648438
2014-04-14,16.0
2014-04-15,15.029999732971191
2014-04-16,13.520000457763672
2014-04-17,11.680000305175781
2014-04-21,12.989999771118164
2014-04-22,12.510000228881836
2014-04-23,12.670000076293945
2014-04-24,13.270000457763672
2014-04-25,13.9399995803833
2014-04-28,14.079999923706055
2014-04-29,13.630000114440918
2014-04-30,12.729999542236328
2014-05-01,12.579999923706055
2014-05-02,11.229999542236328
2014-05-05,12.25
2014-05-06,13.1899995803833
2014-05-07,12.819999694824219
2014-05-08,12.510000228881836
2014-05-09,11.170000076293945
2014-05-12,11.199999809265137
2014-05-13,10.75
2014-05-14,11.15999984741211
2014-05-15,13.350000381469727
2014-05-16,11.0
2014-05-19,11.010000228881836
2014-05-20,12.210000038146973
2014-05-21,10.470000267028809
2014-05-22,10.270000457763672
2014-05-23,9.489999771118164
2014-05-27,10.649999618530273
2014-05-28,10.579999923706055
2014-05-29,10.3100004196167
2014-05-30,9.729999542236328
2014-06-02,10.470000267028809
2014-06-03,11.010000228881836
2014-06-04,11.59000015258789
2014-06-05,10.880000114440918
2014-06-06,9.25
2014-06-09,9.770000457763672
2014-06-10,9.520000457763672
2014-06-11,10.449999809265137
2014-06-12,11.989999771118164
2014-06-13,11.479999542236328
2014-06-16,12.539999961853027
2014-06-17,12.680000305175781
2014-06-18,10.550000190734863
2014-06-19,10.069999694824219
2014-06-20,10.329999923706055
2014-06-23,10.270000457763672
2014-06-24,12.010000228881836
2014-06-25,11.109999656677246
2014-06-26,11.260000228881836
2014-06-27,10.649999618530273
2014-06-30,11.170000076293945
2014-07-01,10.050000190734863
2014-07-02,9.420000076293945
2014-07-03,8.539999961853027
2014-07-07,10.470000267028809
2014-07-08,11.640000343322754
2014-07-09,10.479999542236328
2014-07-10,12.079999923706055
2014-07-11,11.149999618530273
2014-07-14,10.619999885559082
2014-07-15,11.079999923706055
2014-07-16,10.260000228881836
2014-07-17,16.229999542236328
2014-07-18,12.050000190734863
2014-07-21,12.949999809265137
2014-07-22,11.539999961853027
2014-07-23,10.829999923706055
2014-07-24,10.880000114440918
2014-07-25,11.84000015258789
2014-07-28,12.020000457763672
2014-07-29,13.470000267028809
2014-07-30,13.289999961853027
2014-07-31,19.59000015258789
2014-08-01,19.010000228881836
2014-08-04,14.869999885559082
2014-08-05,17.190000534057617
2014-08-06,16.25
2014-08-07,16.760000228881836
2014-08-08,15.390000343322754
2014-08-11,14.84000015258789
2014-08-12,14.489999771118164
2014-08-13,12.630000114440918
2014-08-14,12.289999961853027
2014-08-15,14.34000015258789
2014-08-18,12.069999694824219
2014-08-19,11.0
2014-08-20,10.800000190734863
2014-08-21,10.9399995803833
2014-08-22,10.079999923706055
2014-08-25,10.420000076293945
2014-08-26,10.140000343322754
2014-08-27,9.890000343322754
2014-08-28,10.34000015258789
2014-08-29,9.949999809265137
2014-09-02,10.319999694824219
2014-09-03,10.829999923706055
2014-09-04,11.800000190734863
2014-09-05,10.270000457763672
2014-09-08,12.050000190734863
2014-09-09,13.329999923706055
2014-09-10,12.739999771118164
2014-09-11,12.069999694824219
2014-09-12,13.279999732971191
2014-09-15,15.270000457763672
2014-09-16,13.210000038146973
2014-09-17,11.8100004196167
2014-09-18,11.050000190734863
2014-09-19,10.40999984741211
2014-09-22,13.460000038146973
2014-09-23,15.600000381469727
2014-09-24,12.890000343322754
2014-09-25,15.9399995803833
2014-09-26,15.039999961853027
2014-09-29,16.110000610351562
2014-09-30,16.760000228881836
2014-10-01,16.719999313354492
2014-10-02,15.930000305175781
2014-10-03,13.859999656677246
2014-10-06,15.3100004196167
2014-10-07,16.899999618530273
2014-10-08,14.59000015258789
2014-10-09,21.6200008392334
2014-10-10,21.950000762939453
2014-10-13,27.219999313354492
2014-10-14,24.610000610351562
2014-10-15,31.1200008392334
2014-10-16,30.479999542236328
2014-10-17,23.809999465942383
2014-10-20,19.450000762939453
2014-10-21,16.3799991607666
2014-10-22,18.360000610351562
2014-10-23,16.1200008392334
2014-10-24,14.760000228881836
2014-10-27,16.09000015258789
2014-10-28,14.390000343322754
2014-10-29,14.899999618530273
2014-10-30,14.0
2014-10-31,13.800000190734863
2014-11-03,14.770000457763672
2014-11-04,14.8100004196167
2014-11-05,13.350000381469727
2014-11-06,12.649999618530273
2014-11-07,11.130000114440918
2014-11-10,11.319999694824219
2014-11-11,11.539999961853027
2014-11-12,11.390000343322754
2014-11-13,11.970000267028809
2014-11-14,11.350000381469727
2014-11-17,11.420000076293945
2014-11-18,11.489999771118164
2014-11-19,11.420000076293945
2014-11-20,10.90999984741211
2014-11-21,10.449999809265137
2014-11-24,11.149999618530273
2014-11-25,10.8100004196167
2014-11-26,11.119999885559082
2014-11-28,12.979999542236328
2014-12-01,14.630000114440918
2014-12-02,12.569999694824219
2014-12-03,12.15999984741211
2014-12-04,11.880000114440918
2014-12-05,10.699999809265137
2014-12-08,15.470000267028809
2014-12-09,15.270000457763672
2014-12-10,21.709999084472656
2014-12-11,22.079999923706055
2014-12-12,23.81999969482422
2014-12-15,21.15999984741211
2014-12-16,24.25
2014-12-17,18.040000915527344
2014-12-18,14.460000038146973
2014-12-19,13.770000457763672
2014-12-22,12.699999809265137
2014-12-23,11.100000381469727
2014-12-24,10.350000381469727
2014-12-26,12.09000015258789
2014-12-29,12.789999961853027
2014-12-30,13.859999656677246
2014-12-31,18.950000762939453
2015-01-02,16.469999313354492
2015-01-05,19.450000762939453
2015-01-06,20.530000686645508
2015-01-07,17.59000015258789
2015-01-08,15.039999961853027
2015-01-09,15.199999809265137
2015-01-12,18.200000762939453
2015-01-13,19.6299991607666
2015-01-14,21.229999542236328
2015-01-15,23.729999542236328
2015-01-16,21.479999542236328
2015-01-20,21.940000534057617
2015-01-21,20.360000610351562
2015-01-22,15.579999923706055
2015-01-23,16.079999923706055
2015-01-26,14.890000343322754
2015-01-27,17.559999465942383
2015-01-28,21.780000686645508
2015-01-29,18.780000686645508
2015-01-30,21.170000076293945
2015-02-02,19.389999389648438
2015-02-03,16.540000915527344
2015-02-04,17.479999542236328
2015-02-05,15.3100004196167
2015-02-06,14.930000305175781
2015-02-09,16.8799991607666
2015-02-10,15.199999809265137
2015-02-11,14.279999732971191
2015-02-12,12.359999656677246
2015-02-13,11.760000228881836
2015-02-17,13.550000190734863
2015-02-18,12.399999618530273
2015-02-19,12.34000015258789
2015-02-20,11.739999771118164
2015-02-23,12.15999984741211
2015-02-24,10.9399995803833
2015-02-25,11.640000343322754
2015-02-26,11.380000114440918
2015-02-27,10.600000381469727
2015-03-02,10.850000381469727
