Date,Close,pred_top,pred_bot
2011-12-12,96.13981628417967,0.39306480999548166,-0.5720437694468912
2011-12-12,2612.260009765625,-0.22304881480107294,-0.29740779986566024
2011-12-13,2579.27001953125,-0.8219399488692899,0.3124729616232641
2011-12-13,95.24198150634766,-0.5682647945415565,0.3823625967754102
2011-12-14,2539.31005859375,-0.2993140906115888,-1.1402396029771924
2011-12-14,94.22801971435548,-0.2343704424315348,0.3154679859531546
2011-12-15,2541.010009765625,0.9215095522872588,0.6331649631468317
2011-12-15,94.56859588623048,0.4608924970717345,0.4330872380750332
2011-12-16,2555.330078125,-0.22131639414381107,-0.7201918046509207
2011-12-16,94.70877075195312,0.10340856758858444,-0.14048726610141016
2011-12-19,2523.139892578125,-0.5008314605077014,-1.4075855353851934
2011-12-19,93.69623565673828,-0.1395747462232182,-1.012866412315178
2011-12-20,2603.72998046875,0.46143337415879915,-0.2058063555924984
2011-12-20,96.5314483642578,0.21279334467489702,1.8837296989660808
2011-12-21,2577.969970703125,0.2696367931069452,0.46928683006726185
2011-12-21,96.71841430664062,0.11333615566186843,-0.15207276539626308
2011-12-22,2599.449951171875,-0.7421756936529214,0.5734061859663143
2011-12-22,97.57520294189452,0.5546663836665238,-0.5101064159411492
2011-12-23,2618.639892578125,-0.5337479432109693,-0.11730089265039528
2011-12-23,98.44757843017578,0.22119694312575985,-0.6613386821511894
2011-12-27,2625.199951171875,-1.0895115975238001,-0.4873923848105393
2011-12-27,98.52549743652344,-0.8576202830871827,-0.15025244761028173
2011-12-28,2589.97998046875,-1.191810341166133,-0.014110813051054449
2011-12-28,97.23248291015624,1.8607942172274723,1.1847722766280329
2011-12-29,2613.739990234375,0.6923065904369006,-1.2985307623605622
2011-12-29,98.23729705810548,0.9000473365623721,-0.056612343224623246
2011-12-30,2605.14990234375,0.923513575301135,-0.04446111653512367
2011-12-30,97.7543716430664,-1.0828969170566023,0.5999453523831084
2012-01-03,2648.719970703125,-0.4679291169951869,-0.4229047076918137
