Date,Close,pred_top,pred_bot,label_top,label_bot
2012-06-14,2836.330078125,1.077933872613294,4.052984491591618,0.0,0.0
2012-06-15,2872.800048828125,1.416166167820693,1.73748716062007,0.0,0.0
2012-06-18,2895.330078125,2.5963834339788883,1.2155749559612303,0.0,0.0
2012-06-19,2929.760009765625,2.5989067860284423,1.1860339483364755,0.0,0.0
2012-06-20,2930.449951171875,3.277001184774116,1.157653920127525,0.0,0.0
2012-06-21,2859.090087890625,1.290627744104072,1.4668373431620776,0.0,0.0
2012-06-22,2892.419921875,2.2477303237952966,1.3858022067841176,0.0,0.0
2012-06-25,2836.159912109375,1.4371868366545366,2.373042038903427,0.0,0.0
2012-06-26,2854.06005859375,2.07258503853561,1.9747457485110445,0.0,0.0
2012-06-27,2875.320068359375,2.456702741117788,1.4176433388645895,0.0,0.0
2012-06-28,2849.489990234375,2.0276232232278217,1.6076375309794293,0.0,0.0
2012-06-29,2935.050048828125,3.5073964610013264,1.0789681943960248,0.0,0.0
2012-07-02,2951.22998046875,4.39291234753534,0.8886801202220054,0.0,0.0
2012-07-03,2976.080078125,4.706110968110701,0.8275428845695874,0.0,0.0
2012-07-05,2976.1201171875,3.289305070418636,0.7782117170094728,0.0,0.0
2012-07-06,2937.330078125,2.468592326621649,0.5425905182210898,0.0,0.0
2012-07-09,2931.77001953125,1.843562198816005,0.428689613975184,0.0,0.0
2012-07-10,2902.330078125,1.4140821011632931,0.5536019726946219,0.0,0.0
2012-07-11,2887.97998046875,1.1368637414027463,0.6979924569136221,0.0,0.0
2012-07-12,2866.18994140625,1.3792802219629627,1.4732711236449472,0.0,0.0
2012-07-13,2908.469970703125,1.450111061916202,0.35646060339684915,0.0,0.0
2012-07-16,2896.93994140625,1.6298448905783822,0.7412011644873696,0.0,0.0
2012-07-17,2910.0400390625,1.6564210882663695,0.3997307761092026,0.0,0.0
2012-07-18,2942.60009765625,2.2116042349653284,0.3934400177046074,0.0,0.0
2012-07-19,2965.89990234375,4.155983895214064,0.3924191913237799,0.0,0.0
2012-07-20,2925.300048828125,2.362753056361605,0.30236327178436406,0.0,0.0
2012-07-23,2890.14990234375,1.6977285593015312,0.9411508378576705,0.0,0.0
2012-07-24,2862.989990234375,1.999597392403584,2.463129860963883,0.0,0.0
2012-07-25,2854.239990234375,1.944615963600093,3.9938754862050083,0.0,0.0
2012-07-26,2893.25,2.3495807204730146,0.7310633741346712,0.0,0.0
2012-07-27,2958.090087890625,4.617475085161214,0.4202425361116033,0.0,0.0
2012-07-30,2945.840087890625,6.161443140751285,0.345341915136205,0.0,0.0
2012-07-31,2939.52001953125,7.709221422965633,0.542171638084158,0.0,0.0
2012-08-01,2920.2099609375,5.4795987015475,0.7332785393201657,0.0,0.0
2012-08-02,2909.77001953125,8.438693827107954,0.8610037446348604,13.886858824614645,0.0
2012-08-03,2967.89990234375,20.84582590752533,0.2435714616329624,32.144018548844876,0.0
2012-08-06,2989.909912109375,28.37412191834047,0.22793755548979133,39.05681871943929,0.0
2012-08-07,3015.860107421875,38.01190299758171,0.2158260550123769,47.207133803050716,0.0
2012-08-08,3011.25,37.68236982378414,0.21914248253743332,45.75921298376202,0.0
2012-08-09,3018.639892578125,40.07675478262378,0.18281878024523177,48.080195628418565,0.0
