Date,Open,High,Low,Close,Volume
2011-06-13,98.3499984741211,98.3499984741211,98.3499984741211,98.3499984741211,0
2011-06-14,91.73999786376953,91.73999786376953,91.73999786376953,91.73999786376953,0
2011-06-15,105.06999969482422,105.06999969482422,105.06999969482422,105.06999969482422,0
2011-06-16,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0
2011-06-17,95.30999755859375,95.30999755859375,95.30999755859375,95.30999755859375,0
2011-06-20,90.25,90.25,90.25,90.25,0
2011-06-21,90.55000305175781,90.55000305175781,90.55000305175781,90.55000305175781,0
2011-06-22,91.70999908447266,91.70999908447266,91.70999908447266,91.70999908447266,0
2011-06-23,93.08999633789062,93.08999633789062,93.08999633789062,93.08999633789062,0
2011-06-24,99.13999938964844,99.13999938964844,99.13999938964844,99.13999938964844,0
2011-06-27,94.29000091552734,94.29000091552734,94.29000091552734,94.29000091552734,0
2011-06-28,90.33000183105469,90.33000183105469,90.33000183105469,90.33000183105469,0
2011-06-29,85.9000015258789,85.9000015258789,85.9000015258789,85.9000015258789,0
2011-06-30,81.08000183105469,81.08000183105469,81.08000183105469,81.08000183105469,0
2011-07-01,78.63999938964844,78.63999938964844,78.63999938964844,78.63999938964844,0
2011-07-05,81.33999633789062,81.33999633789062,81.33999633789062,81.33999633789062,0
2011-07-06,82.69000244140625,82.69000244140625,82.69000244140625,82.69000244140625,0
2011-07-07,80.69999694824219,80.69999694824219,80.69999694824219,80.69999694824219,0
2011-07-08,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,0
2011-07-11,90.87000274658203,90.87000274658203,90.87000274658203,90.87000274658203,0
2011-07-12,88.38999938964844,88.38999938964844,88.38999938964844,88.38999938964844,0
2011-07-13,88.91999816894531,88.91999816894531,88.91999816894531,88.91999816894531,0
2011-07-14,95.72000122070312,95.72000122070312,95.72000122070312,95.72000122070312,0
2011-07-15,89.33000183105469,89.33000183105469,89.33000183105469,89.33000183105469,0
2011-07-18,97.80999755859375,97.80999755859375,97.80999755859375,97.80999755859375,0
2011-07-19,91.01000213623047,91.01000213623047,91.01000213623047,91.01000213623047,0
2011-07-20,86.05999755859375,86.05999755859375,86.05999755859375,86.05999755859375,0
2011-07-21,81.68000030517578,81.68000030517578,81.68000030517578,81.68000030517578,0
2011-07-22,82.44999694824219,82.44999694824219,82.44999694824219,82.44999694824219,0
2011-07-25,90.19999694824219,90.19999694824219,90.19999694824219,90.19999694824219,0
2011-07-26,93.3499984741211,93.3499984741211,93.3499984741211,93.3499984741211,0
2011-07-27,102.01000213623047,102.01000213623047,102.01000213623047,102.01000213623047,0
2011-07-28,105.62000274658203,105.62000274658203,105.62000274658203,105.62000274658203,0
2011-07-29,106.56999969482422,106.56999969482422,106.56999969482422,106.56999969482422,0
2011-08-01,95.88999938964844,95.88999938964844,95.88999938964844,95.88999938964844,0
2011-08-02,102.01000213623047,102.01000213623047,102.01000213623047,102.01000213623047,0
2011-08-03,98.58000183105469,98.58000183105469,98.58000183105469,98.58000183105469,0
2011-08-04,121.76000213623047,121.76000213623047,121.76000213623047,121.76000213623047,0
2011-08-05,118.61000061035156,118.61000061035156,118.61000061035156,118.61000061035156,0
2011-08-08,134.6300048828125,134.6300048828125,134.6300048828125,134.6300048828125,0
2011-08-09,112.80000305175781,112.80000305175781,112.80000305175781,112.80000305175781,0
2011-08-10,132.86000061035156,132.86000061035156,132.86000061035156,132.86000061035156,0
2011-08-11,128.75999450683594,128.75999450683594,128.75999450683594,128.75999450683594,0
2011-08-12,120.19000244140625,120.19000244140625,120.19000244140625,120.19000244140625,0
2011-08-15,109.0,109.0,109.0,109.0,0
2011-08-16,104.66000366210938,104.66000366210938,104.66000366210938,104.66000366210938,0
2011-08-17,104.62000274658203,104.62000274658203,104.62000274658203,104.62000274658203,0
2011-08-18,106.66000366210938,106.66000366210938,106.66000366210938,106.66000366210938,0
2011-08-19,111.58000183105469,111.58000183105469,111.58000183105469,111.58000183105469,0
2011-08-22,111.25,111.25,111.25,111.25,0
2011-08-23,103.43000030517578,103.43000030517578,103.43000030517578,103.43000030517578,0
2011-08-24,104.54000091552734,104.54000091552734,104.54000091552734,104.54000091552734,0
2011-08-25,112.4000015258789,112.4000015258789,112.4000015258789,112.4000015258789,0
2011-08-26,104.72000122070312,104.72000122070312,104.72000122070312,104.72000122070312,0
2011-08-29,96.51000213623047,96.51000213623047,96.51000213623047,96.51000213623047,0
2011-08-30,96.16000366210938,96.16000366210938,96.16000366210938,96.16000366210938,0
2011-08-31,94.16000366210938,94.16000366210938,94.16000366210938,94.16000366210938,0
2011-09-01,92.30999755859375,92.30999755859375,92.30999755859375,92.30999755859375,0
2011-09-02,91.0,91.0,91.0,91.0,0
2011-09-06,97.01000213623047,97.01000213623047,97.01000213623047,97.01000213623047,0
2011-09-07,93.30000305175781,93.30000305175781,93.30000305175781,93.30000305175781,0
2011-09-08,93.44999694824219,93.44999694824219,93.44999694824219,93.44999694824219,0
2011-09-09,99.06999969482422,99.06999969482422,99.06999969482422,99.06999969482422,0
2011-09-12,97.06999969482422,97.06999969482422,97.06999969482422,97.06999969482422,0
2011-09-13,96.13999938964844,96.13999938964844,96.13999938964844,96.13999938964844,0
2011-09-14,100.22000122070312,100.22000122070312,100.22000122070312,100.22000122070312,0
2011-09-15,96.69000244140625,96.69000244140625,96.69000244140625,96.69000244140625,0
2011-09-16,93.66999816894531,93.66999816894531,93.66999816894531,93.66999816894531,0
2011-09-19,95.94999694824219,95.94999694824219,95.94999694824219,95.94999694824219,0
2011-09-20,92.9000015258789,92.9000015258789,92.9000015258789,92.9000015258789,0
2011-09-21,98.58000183105469,98.58000183105469,98.58000183105469,98.58000183105469,0
2011-09-22,103.91000366210938,103.91000366210938,103.91000366210938,103.91000366210938,0
2011-09-23,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,0
2011-09-26,102.88999938964844,102.88999938964844,102.88999938964844,102.88999938964844,0
2011-09-27,100.30999755859375,100.30999755859375,100.30999755859375,100.30999755859375,0
2011-09-28,104.30000305175781,104.30000305175781,104.30000305175781,104.30000305175781,0
2011-09-29,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0
2011-09-30,101.08000183105469,101.08000183105469,101.08000183105469,101.08000183105469,0
2011-10-03,103.88999938964844,103.88999938964844,103.88999938964844,103.88999938964844,0
2011-10-04,99.30999755859375,99.30999755859375,99.30999755859375,99.30999755859375,0
2011-10-05,94.66000366210938,94.66000366210938,94.66000366210938,94.66000366210938,0
2011-10-06,93.5199966430664,93.5199966430664,93.5199966430664,93.5199966430664,0
2011-10-07,92.56999969482422,92.56999969482422,92.56999969482422,92.56999969482422,0
2011-10-10,89.38999938964844,89.38999938964844,89.38999938964844,89.38999938964844,0
2011-10-11,90.9800033569336,90.9800033569336,90.9800033569336,90.9800033569336,0
2011-10-12,91.33999633789062,91.33999633789062,91.33999633789062,91.33999633789062,0
2011-10-13,95.0999984741211,95.0999984741211,95.0999984741211,95.0999984741211,0
2011-10-14,94.69000244140625,94.69000244140625,94.69000244140625,94.69000244140625,0
2011-10-17,103.55000305175781,103.55000305175781,103.55000305175781,103.55000305175781,0
2011-10-18,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0
2011-10-19,103.29000091552734,103.29000091552734,103.29000091552734,103.29000091552734,0
