Date,Open,High,Low,Close,Volume
2011-06-13,98.09212980495815,98.39039795084685,97.48794980115926,98.00035858154297,1835500
2011-06-14,98.85690704364552,99.56816893320725,98.8492633327124,99.23165893554688,1600500
2011-06-15,98.40568723555668,98.70395535171389,97.21261477092787,97.47264099121094,3986300
2011-06-16,97.51086641968733,98.19153004006075,96.93727308780682,97.64852905273438,3325900
2011-06-17,98.61981803426914,98.63511712505391,97.6485358256033,97.96209716796875,2377000
2011-06-20,97.61028191860788,98.67334687134174,97.61028191860788,98.4974365234375,1636400
2011-06-21,98.95633337236191,100.0040935870185,98.85690678155649,99.80525207519531,3154300
2011-06-22,99.51464352603197,100.0805933079483,99.14754695738355,99.20108795166016,3310300
2011-06-23,98.03695829488085,98.98206793693736,97.30700442805544,98.92827606201172,5491400
2011-06-24,98.9129212835999,98.98208395176181,97.64510708474907,97.80646514892578,4906600
2011-06-27,97.84486297452163,99.02816695905801,97.66814001949601,98.62860870361328,3325900
2011-06-28,99.03587982163621,99.94256866134512,98.90525744356738,99.91182708740234,3252800
2011-06-29,100.35743985825978,100.94140052479354,100.0270325752757,100.8261489868164,3734000
2011-06-30,101.1028128682444,101.90960919424886,101.00292033779873,101.74824523925781,3940200
2011-07-01,101.76360189145285,103.38487384965548,101.6022379588754,103.231201171875,4446100
2011-07-05,103.14666365839345,103.38485803117915,102.85467740815449,103.19276428222656,3695200
2011-07-06,102.91614119790161,103.42327147147685,102.6472052794832,103.28495788574219,3020500
2011-07-07,104.22239923900442,104.62963710851652,104.01493467687462,104.42217254638672,3054900
2011-07-08,103.20811870006337,103.65376580943514,102.84698157133752,103.6153564453125,3097200
2011-07-11,102.35526354180266,102.67797971253157,101.52541693515336,101.80203247070312,4656300
2011-07-12,101.53303032621066,102.37824716882568,101.28715652392908,101.31788635253906,2430900
2011-07-13,101.87883516241912,102.70868154269003,101.4254967408597,101.67906188964844,2480300
2011-07-14,101.90188751237606,102.37059672567078,100.78006659168504,100.97216033935547,2537000
2011-07-15,101.51004843844942,101.66372113400473,100.83387450863589,101.54846954345703,3238400
2011-07-18,101.04895858510822,101.21032244046947,99.96555910427871,100.6724624633789,2267100
2011-07-19,101.24107918179588,102.45511300961978,101.24107918179588,102.35523223876953,2004600
2011-07-20,102.60111843416033,102.67026937407621,102.1093588761928,102.30145263671875,2284100
2011-07-21,102.85466542065235,103.945756380602,102.66257169408789,103.69988250732422,3815700
2011-07-22,103.71530447070114,103.87666845765513,103.14671419886214,103.76909637451172,1832600
2011-07-25,102.79318456321654,103.69218171388503,102.68561255521698,103.22347259521484,2483200
2011-07-26,103.13130224121578,103.28497490943883,102.57807125603438,102.80858612060547,2279700
2011-07-27,102.23229711517388,102.25534742744615,100.58028381400354,100.71859741210938,3551400
2011-07-28,100.69555399837387,101.59455141199851,100.25757458625078,100.41124725341797,3922800
2011-07-29,99.41231844822643,100.65708166044216,98.98971003529302,99.74271392822266,4962800
2011-08-01,100.89530406576525,101.01056733296018,98.35198507756532,99.27403259277344,5483200
2011-08-02,98.58253731073343,99.08197648476111,96.76917142850908,96.80758666992188,6136400
2011-08-03,96.89205827550545,97.37613813718642,95.24773672054592,97.31466674804688,6865000
2011-08-04,95.93929573976577,96.06991807298647,92.58149513237763,92.71980285644531,9629400
2011-08-05,93.89542928669037,94.12594414786543,90.12271081859602,92.53540802001953,15956400
2011-08-08,90.13037600640538,91.23683185020124,86.41143852904298,86.54206085205078,17154500
2011-08-09,87.97895042774664,90.99866485595703,85.02839280806099,90.99866485595703,12599000
2011-08-10,88.86255040186116,89.63861062280878,86.33459650371272,86.51900482177734,14654300
2011-08-11,87.31045648176492,91.67482708326595,87.02616145968884,90.49921417236328,11759500
2011-08-12,91.29833050445514,91.9053475459455,90.45311905434032,91.11392211914062,5796900
2011-08-15,91.90533830182487,93.0886365578606,91.75934516942368,92.99642944335938,4020200
2011-08-16,92.15891386616933,93.05022595794864,91.22918067345461,92.21269989013672,5599600
2011-08-17,92.7044441437538,93.44976882545103,91.5441962620735,92.30488586425781,3128800
2011-08-18,89.85378603506048,89.93830776500664,87.44108869097533,88.24787902832031,6622500
2011-08-19,87.08762431566473,89.33896341983431,86.74954328401299,86.91858673095703,7599100
2011-08-22,88.83183894123854,88.84720386267149,86.6957572656432,86.91858673095703,4998800
2011-08-23,87.24898000408405,89.85377067790266,86.81100650659869,89.76924896240234,6578300
2011-08-24,89.57713318211175,91.16766874085117,89.38503948727735,91.06009674072266,4311700
2011-08-25,91.55188590947316,92.0513308509432,89.33896207335631,89.63863372802734,4785300
2011-08-26,89.20063666752932,91.3674594486694,87.80219462571456,90.99095153808594,5798600
2011-08-29,92.15892842218088,93.62652208636818,92.12050731517706,93.5804214477539,3258700
2011-08-30,93.18853235971658,94.4025664398916,92.48931405830334,93.77249908447266,3501200
2011-08-31,94.42559899029463,95.2400745773691,93.5496519990768,94.23350524902344,4543000
2011-09-01,94.27960243373771,95.1401844736622,93.13472541892762,93.27303314208984,2941800
2011-09-02,91.32907041597979,91.80546511739257,90.54532448340512,90.83731079101562,2806300
2011-09-06,88.19408000108626,90.32248199626763,88.19408000108626,90.19953918457031,4772700
2011-09-07,91.57495341404346,92.7889875951346,91.27528756535148,92.7275161743164,2464800
2011-09-08,92.19731762622861,93.24999352108809,91.57493573177334,91.78239440917969,4173500
2011-09-09,90.74512182610776,91.04478772435509,88.88565500564019,89.33131408691406,5141100
2011-09-12,88.2324883100044,90.01511778565273,87.94050210565139,89.94596099853516,4429900
2011-09-13,90.2302673466922,91.1138996796522,89.59251475434202,90.6759262084961,4040800
2011-09-14,91.24453527952707,93.11937223823885,89.99208608462158,91.9514389038086,3469800
2011-09-15,93.00409005386558,93.64952209668769,92.20497952782296,93.6111068725586,3066000
2011-09-16,93.99530899012497,94.51011879941287,93.25766974198807,94.16435241699219,4447600
2011-09-19,92.62762564077565,93.72640232746845,92.02828810620377,93.25000762939453,4101900
2011-09-20,93.64956536926604,94.54088339709159,93.01181842148044,93.14244079589844,2426100
2011-09-21,93.18851866915115,93.4651341369638,90.25332641601562,90.25332641601562,6616000
2011-09-22,87.77919103907159,88.52451600451643,86.28854697042013,87.4948959350586,8307100
2011-09-23,86.94160567787723,88.4706698160876,86.84171320677464,87.90975952148438,5883800
2011-09-26,88.8524010181077,90.21995277054631,87.5775610419522,90.08087921142578,4215200
2011-09-27,91.87339103433683,92.66147065384837,90.58309508769415,91.10076141357422,4106300
2011-09-28,91.30933158536396,91.83471974903894,89.13824512260261,89.20777893066406,2069600
2011-09-29,90.75305304308631,91.17800159169084,88.32699708033181,89.98815155029297,3782600
2011-09-30,88.73647983152611,89.48593124555354,87.65479756060077,87.8402328491211,4454800
2011-10-03,87.2066956507849,88.32700609184894,85.1437703617297,85.19013214111328,4839200
2011-10-04,83.98481314036722,87.28394396832812,83.28945139845565,86.9671630859375,5900000
2011-10-05,87.27624202593742,88.92194101062732,86.51134034513183,88.69788360595703,3930300
2011-10-06,88.63607123983041,90.42084378157269,88.02569313066792,90.32040405273438,3808100
2011-10-07,90.81485081937214,90.89211257229657,89.2232363092922,89.67908477783203,3135400
2011-10-10,91.208920861029,92.71554612772628,91.208920861029,92.7000961303711,1717800
2011-10-11,92.13607505905982,93.03232817839645,92.07426327951335,92.77735900878906,1447800
2011-10-12,93.4727330101095,94.67030537133684,93.29502560576555,93.54226684570312,3990200
2011-10-13,93.07867286423422,93.696772901227,92.33694928302587,93.38772583007812,1850400
2011-10-14,94.48488061297604,95.03344695715376,93.99039810851453,94.98709106445312,3727400
2011-10-17,94.56210939423158,94.62392115938935,92.97821680655643,93.2254638671875,3189800
2011-10-18,93.1173010197881,95.75197033880261,92.429661263883,95.07978057861328,8110200
2011-10-19,94.88662456514888,95.4042907967862,93.58088475216746,93.88220977783203,5173900
2011-10-20,94.14490047129487,94.63938286435734,92.9009665433641,94.33032989501953,2339300
