Date,SKEW
2012-01-12,120.77999877929688
2012-01-13,121.91999816894531
2012-01-17,125.62999725341797
2012-01-18,130.77999877929688
2012-01-19,129.60000610351562
2012-01-20,129.24000549316406
2012-01-23,125.83000183105469
2012-01-24,127.37999725341797
2012-01-25,125.22000122070312
2012-01-26,122.95999908447266
2012-01-27,121.5
2012-01-30,121.98999786376953
2012-01-31,121.95999908447266
2012-02-01,121.38999938964844
2012-02-02,122.26000213623047
2012-02-03,122.13999938964844
2012-02-06,123.62999725341797
2012-02-07,123.0199966430664
2012-02-08,124.76000213623047
2012-02-09,126.4800033569336
2012-02-10,129.58999633789062
2012-02-13,127.88999938964844
2012-02-14,129.9600067138672
2012-02-15,128.8800048828125
2012-02-16,130.2899932861328
2012-02-17,129.5399932861328
2012-02-21,128.4600067138672
2012-02-22,127.69999694824219
2012-02-23,127.80999755859375
2012-02-24,128.72000122070312
2012-02-27,126.9800033569336
2012-02-28,125.6500015258789
2012-02-29,124.58999633789062
2012-03-01,127.62999725341797
2012-03-02,125.19999694824219
2012-03-05,126.2300033569336
2012-03-06,126.48999786376953
2012-03-07,126.0199966430664
2012-03-08,125.08000183105469
2012-03-09,124.77999877929688
2012-03-12,139.25
2012-03-13,122.88999938964844
2012-03-14,118.81999969482422
2012-03-15,136.50999450683594
2012-03-16,138.42999267578125
2012-03-19,128.85000610351562
2012-03-20,128.02000427246094
2012-03-21,124.5999984741211
2012-03-22,121.16999816894531
2012-03-23,122.9800033569336
2012-03-26,118.0199966430664
2012-03-27,121.12999725341797
2012-03-28,121.61000061035156
2012-03-29,121.69000244140625
2012-03-30,124.97000122070312
2012-04-02,123.12999725341797
2012-04-03,123.83999633789062
2012-04-04,121.0
2012-04-05,120.61000061035156
2012-04-09,119.05000305175781
2012-04-10,119.2699966430664
2012-04-11,118.43000030517578
2012-04-12,119.87000274658203
2012-04-13,118.19000244140625
2012-04-16,116.66999816894531
2012-04-17,121.83000183105469
2012-04-18,119.5
2012-04-19,117.5999984741211
2012-04-20,118.05000305175781
2012-04-23,117.19000244140625
2012-04-24,118.36000061035156
2012-04-25,122.52999877929688
2012-04-26,121.02999877929688
2012-04-27,120.08000183105469
2012-04-30,119.83000183105469
2012-05-01,120.18000030517578
2012-05-02,119.94000244140625
2012-05-03,116.18000030517578
2012-05-04,115.83000183105469
2012-05-07,116.68000030517578
2012-05-08,117.2300033569336
2012-05-09,115.05000305175781
2012-05-10,115.11000061035156
2012-05-11,114.69999694824219
2012-05-14,119.18000030517578
2012-05-15,120.04000091552734
2012-05-16,118.47000122070312
2012-05-17,119.54000091552734
2012-05-18,119.27999877929688
2012-05-21,119.55999755859375
2012-05-22,119.30999755859375
2012-05-23,119.5199966430664
2012-05-24,120.63999938964844
2012-05-25,120.37999725341797
2012-05-29,122.38999938964844
2012-05-30,118.54000091552734
2012-05-31,119.31999969482422
2012-06-01,116.3499984741211
2012-06-04,116.66000366210938
2012-06-05,117.06999969482422
2012-06-06,119.66000366210938
2012-06-07,120.01000213623047
2012-06-08,122.08999633789062
2012-06-11,119.27999877929688
2012-06-12,121.81999969482422
2012-06-13,120.37000274658203
2012-06-14,115.05000305175781
2012-06-15,126.08000183105469
2012-06-18,121.19999694824219
2012-06-19,123.08999633789062
2012-06-20,122.05999755859375
2012-06-21,118.4000015258789
2012-06-22,116.37000274658203
2012-06-25,116.29000091552734
2012-06-26,114.69000244140625
2012-06-27,115.8499984741211
2012-06-28,116.9000015258789
2012-06-29,119.08999633789062
2012-07-02,118.88999938964844
2012-07-03,118.33000183105469
2012-07-05,117.91000366210938
2012-07-06,118.44999694824219
2012-07-09,119.62000274658203
2012-07-10,119.33999633789062
2012-07-11,117.30000305175781
2012-07-12,116.12999725341797
2012-07-13,119.12999725341797
2012-07-16,115.08999633789062
2012-07-17,117.22000122070312
2012-07-18,116.58999633789062
2012-07-19,114.19000244140625
2012-07-20,116.5199966430664
2012-07-23,120.26000213623047
2012-07-24,119.12999725341797
2012-07-25,118.58000183105469
2012-07-26,116.91999816894531
2012-07-27,114.4000015258789
2012-07-30,114.86000061035156
2012-07-31,113.98999786376953
2012-08-01,114.58999633789062
2012-08-02,114.3499984741211
2012-08-03,120.25
2012-08-06,114.79000091552734
2012-08-07,113.55000305175781
2012-08-08,115.36000061035156
2012-08-09,119.83999633789062
2012-08-10,117.88999938964844
2012-08-13,121.6500015258789
2012-08-14,122.05000305175781
2012-08-15,119.88999938964844
2012-08-16,121.94000244140625
2012-08-17,123.79000091552734
2012-08-20,125.83999633789062
2012-08-21,129.99000549316406
2012-08-22,125.31999969482422
2012-08-23,122.41000366210938
2012-08-24,123.73999786376953
2012-08-27,121.52999877929688
2012-08-28,120.27999877929688
2012-08-29,120.55000305175781
2012-08-30,119.0
2012-08-31,120.77999877929688
2012-09-04,119.58999633789062
2012-09-05,120.48999786376953
2012-09-06,119.30999755859375
2012-09-07,120.69999694824219
2012-09-10,122.37000274658203
2012-09-11,122.81999969482422
2012-09-12,123.37999725341797
2012-09-13,115.69000244140625
2012-09-14,117.26000213623047
2012-09-17,122.69000244140625
2012-09-18,127.37999725341797
2012-09-19,122.44000244140625
2012-09-20,128.02999877929688
2012-09-21,130.60000610351562
2012-09-24,129.1199951171875
2012-09-25,125.44999694824219
2012-09-26,124.05999755859375
2012-09-27,127.55999755859375
2012-09-28,125.87000274658203
2012-10-01,128.1699981689453
2012-10-02,127.0999984741211
2012-10-03,125.4000015258789
2012-10-04,120.38999938964844
2012-10-05,123.8499984741211
2012-10-08,122.05999755859375
2012-10-09,121.20999908447266
2012-10-10,120.45999908447266
2012-10-11,120.83000183105469
2012-10-12,120.97000122070312
2012-10-15,122.44999694824219
2012-10-16,122.5199966430664
2012-10-17,124.94999694824219
2012-10-18,124.58000183105469
2012-10-19,125.38999938964844
2012-10-22,122.98999786376953
2012-10-23,120.16000366210938
2012-10-24,119.33000183105469
2012-10-25,120.88999938964844
2012-10-26,119.30999755859375
2012-10-31,115.04000091552734
2012-11-01,117.8499984741211
2012-11-02,115.77999877929688
2012-11-05,115.5199966430664
2012-11-06,116.33999633789062
2012-11-07,116.0999984741211
2012-11-08,116.69000244140625
2012-11-09,115.4000015258789
2012-11-12,114.2300033569336
2012-11-13,114.80999755859375
2012-11-14,113.2300033569336
2012-11-15,113.6500015258789
2012-11-16,115.8499984741211
2012-11-19,113.45999908447266
2012-11-20,117.25
2012-11-21,116.62000274658203
2012-11-23,117.81999969482422
2012-11-26,116.95999908447266
2012-11-27,116.6500015258789
2012-11-28,116.12000274658203
2012-11-29,117.3499984741211
2012-11-30,117.06999969482422
2012-12-03,115.9800033569336
2012-12-04,115.30999755859375
2012-12-05,114.55000305175781
2012-12-06,115.73999786376953
2012-12-07,115.2300033569336
2012-12-10,114.7699966430664
2012-12-11,115.91999816894531
2012-12-12,116.48999786376953
2012-12-13,116.23999786376953
2012-12-14,118.91999816894531
2012-12-17,118.05999755859375
2012-12-18,117.86000061035156
2012-12-19,120.76000213623047
2012-12-20,124.47000122070312
2012-12-21,127.08000183105469
2012-12-24,124.47000122070312
2012-12-26,122.18000030517578
2012-12-27,119.5999984741211
2012-12-28,118.37999725341797
2012-12-31,121.2699966430664
2013-01-02,121.7699966430664
2013-01-03,117.93000030517578
2013-01-04,115.52999877929688
2013-01-07,116.77999877929688
2013-01-08,118.1500015258789
2013-01-09,117.88999938964844
2013-01-10,118.52999877929688
2013-01-11,119.13999938964844
2013-01-14,117.19000244140625
2013-01-15,120.9000015258789
2013-01-16,120.12999725341797
2013-01-17,120.52999877929688
2013-01-18,124.79000091552734
2013-01-22,126.7300033569336
2013-01-23,126.58000183105469
2013-01-24,125.47000122070312
2013-01-25,124.70999908447266
2013-01-28,122.94999694824219
2013-01-29,123.94999694824219
2013-01-30,121.91999816894531
2013-01-31,121.63999938964844
2013-02-01,122.55000305175781
2013-02-04,122.5999984741211
2013-02-05,123.22000122070312
2013-02-06,122.44999694824219
2013-02-07,125.3499984741211
2013-02-08,125.66999816894531
2013-02-11,125.52999877929688
2013-02-12,126.12000274658203
2013-02-13,126.68000030517578
2013-02-14,127.19000244140625
2013-02-15,130.4600067138672
2013-02-19,130.14999389648438
2013-02-20,124.47000122070312
2013-02-21,122.58000183105469
2013-02-22,125.37000274658203
2013-02-25,121.5
2013-02-26,122.91999816894531
2013-02-27,124.95999908447266
2013-02-28,126.86000061035156
2013-03-01,128.19000244140625
2013-03-04,128.64999389648438
2013-03-05,128.64999389648438
2013-03-06,126.62000274658203
2013-03-07,125.27999877929688
2013-03-08,124.45999908447266
2013-03-11,125.20999908447266
2013-03-12,128.66000366210938
2013-03-13,127.12999725341797
2013-03-14,128.9600067138672
2013-03-15,129.1199951171875
2013-03-18,126.16999816894531
2013-03-19,127.08000183105469
2013-03-20,123.7300033569336
2013-03-21,121.69000244140625
2013-03-22,122.18000030517578
2013-03-25,122.02999877929688
2013-03-26,122.47000122070312
2013-03-27,121.98999786376953
2013-03-28,122.93000030517578
2013-04-01,121.20999908447266
2013-04-02,122.83999633789062
2013-04-03,120.91999816894531
2013-04-04,120.79000091552734
2013-04-05,118.33999633789062
2013-04-08,119.20999908447266
2013-04-09,118.62999725341797
2013-04-10,118.33999633789062
2013-04-11,117.23999786376953
2013-04-12,117.83999633789062
2013-04-15,119.91999816894531
2013-04-16,124.0999984741211
2013-04-17,120.69999694824219
2013-04-18,121.27999877929688
2013-04-19,122.61000061035156
2013-04-22,120.5199966430664
2013-04-23,121.55999755859375
2013-04-24,119.83999633789062
2013-04-25,119.83000183105469
2013-04-26,118.86000061035156
2013-04-29,118.8499984741211
2013-04-30,119.05000305175781
2013-05-01,118.05000305175781
2013-05-02,117.94999694824219
2013-05-03,118.18000030517578
2013-05-06,116.93000030517578
2013-05-07,119.76000213623047
2013-05-08,117.3499984741211
2013-05-09,119.08000183105469
2013-05-10,117.97000122070312
2013-05-13,119.16000366210938
2013-05-14,116.16000366210938
2013-05-15,119.41000366210938
2013-05-16,121.22000122070312
2013-05-17,127.8499984741211
2013-05-20,117.66999816894531
2013-05-21,117.08000183105469
2013-05-22,117.16000366210938
2013-05-23,116.91999816894531
2013-05-24,118.16999816894531
2013-05-28,112.47000122070312
2013-05-29,116.19999694824219
2013-05-30,117.75
2013-05-31,119.51000213623047
2013-06-03,119.16000366210938
2013-06-04,116.87000274658203
2013-06-05,116.56999969482422
2013-06-07,116.19999694824219
2013-06-10,116.19999694824219
2013-06-11,116.9800033569336
2013-06-12,115.55999755859375
2013-06-13,117.27999877929688
2013-06-14,116.29000091552734
2013-06-17,116.73999786376953
2013-06-18,118.69999694824219
2013-06-19,117.83999633789062
2013-06-20,117.5199966430664
2013-06-21,117.36000061035156
2013-06-24,116.08000183105469
2013-06-25,115.2300033569336
2013-06-26,115.80999755859375
2013-06-27,116.01000213623047
2013-06-28,116.52999877929688
2013-07-01,114.8499984741211
2013-07-02,115.22000122070312
2013-07-03,113.12999725341797
2013-07-05,117.12000274658203
2013-07-08,117.12999725341797
2013-07-09,115.19000244140625
2013-07-10,117.08000183105469
2013-07-15,114.41999816894531
2013-07-16,115.26000213623047
2013-07-17,115.2699966430664
2013-07-18,115.58000183105469
2013-07-19,113.06999969482422
2013-07-22,112.9000015258789
2013-07-23,113.13999938964844
2013-07-24,118.72000122070312
2013-07-25,117.8499984741211
2013-07-26,118.2300033569336
2013-07-29,118.93000030517578
2013-07-30,119.38999938964844
2013-07-31,117.8499984741211
2013-08-01,115.05999755859375
2013-08-02,116.88999938964844
2013-08-05,116.52999877929688
2013-08-06,119.08999633789062
2013-08-07,118.30999755859375
2013-08-08,118.47000122070312
2013-08-09,122.30000305175781
2013-08-12,115.44000244140625
2013-08-13,115.80999755859375
2013-08-14,119.33000183105469
2013-08-15,115.81999969482422
2013-08-16,117.20999908447266
2013-08-19,118.1500015258789
2013-08-20,118.06999969482422
2013-08-21,117.16999816894531
2013-08-22,119.20999908447266
2013-08-23,120.12999725341797
2013-08-26,118.69000244140625
2013-08-27,118.06999969482422
2013-08-28,117.51000213623047
2013-08-29,117.20999908447266
2013-08-30,117.4800033569336
2013-09-03,116.72000122070312
2013-09-04,116.97000122070312
2013-09-05,117.37000274658203
2013-09-06,118.66999816894531
2013-09-09,119.0
2013-09-10,119.94000244140625
2013-09-11,120.68000030517578
2013-09-13,120.12000274658203
2013-09-16,118.83999633789062
2013-09-17,121.58999633789062
2013-09-18,114.22000122070312
2013-09-19,115.69000244140625
2013-09-20,115.87000274658203
2013-09-23,119.08000183105469
2013-09-24,119.30999755859375
2013-09-25,117.44999694824219
2013-09-26,122.02999877929688
2013-09-27,124.4800033569336
2013-09-30,123.45999908447266
2013-10-01,123.73999786376953
2013-10-02,123.5199966430664
2013-10-03,122.30999755859375
2013-10-04,123.9800033569336
2013-10-07,123.2300033569336
2013-10-08,120.72000122070312
2013-10-09,122.62000274658203
2013-10-10,120.25
2013-10-11,130.97000122070312
2013-10-14,129.13999938964844
2013-10-15,131.00999450683594
2013-10-16,125.23999786376953
2013-10-17,126.68000030517578
2013-10-18,131.35000610351562
2013-10-21,130.6699981689453
2013-10-22,129.1699981689453
2013-10-23,134.47000122070312
2013-10-24,135.4199981689453
2013-10-25,135.05999755859375
2013-10-28,127.58000183105469
2013-10-29,127.58000183105469
2013-10-30,127.94999694824219
2013-10-31,132.3300018310547
2013-11-01,129.83999633789062
2013-11-04,125.56999969482422
2013-11-05,122.9800033569336
2013-11-06,118.69000244140625
2013-11-07,123.83000183105469
2013-11-08,126.37000274658203
2013-11-11,125.55000305175781
2013-11-12,129.66000366210938
2013-11-13,131.00999450683594
2013-11-14,133.02999877929688
2013-11-15,133.4600067138672
2013-11-18,137.05999755859375
2013-11-19,133.6199951171875
2013-11-20,133.25
2013-11-21,124.62999725341797
2013-11-22,133.75999450683594
2013-11-25,134.22999572753906
2013-11-26,133.63999938964844
2013-11-27,133.82000732421875
2013-11-29,130.82000732421875
2013-12-02,131.63999938964844
2013-12-03,132.3800048828125
2013-12-04,131.6300048828125
2013-12-05,128.00999450683594
2013-12-06,128.00999450683594
2013-12-09,126.08999633789062
2013-12-10,126.68000030517578
2013-12-11,126.73999786376953
2013-12-12,125.08999633789062
2013-12-13,126.22000122070312
2013-12-17,128.75
2013-12-18,135.5800018310547
2013-12-19,137.86000061035156
2013-12-20,143.1999969482422
2013-12-23,138.11000061035156
2013-12-24,137.8800048828125
2013-12-26,136.64999389648438
2013-12-27,136.72000122070312
2013-12-30,134.36000061035156
2013-12-31,133.6300048828125
2014-01-02,133.72999572753906
2014-01-03,134.4600067138672
2014-01-06,131.99000549316406
2014-01-07,129.10000610351562
2014-01-08,129.4600067138672
2014-01-09,130.8699951171875
2014-01-10,126.1500015258789
2014-01-13,130.58999633789062
2014-01-14,133.44000244140625
2014-01-15,132.69000244140625
2014-01-16,136.35000610351562
2014-01-17,139.6199951171875
2014-01-21,138.77000427246094
2014-01-22,138.9199981689453
2014-01-23,135.7100067138672
2014-01-24,131.61000061035156
2014-01-27,128.72999572753906
2014-01-28,128.3000030517578
2014-01-29,126.70999908447266
2014-01-30,127.91000366210938
2014-01-31,128.3699951171875
2014-02-03,126.16999816894531
2014-02-04,127.26000213623047
2014-02-05,127.79000091552734
2014-02-06,124.68000030517578
2014-02-07,129.00999450683594
2014-02-10,126.26000213623047
2014-02-11,126.69999694824219
2014-02-12,127.83999633789062
2014-02-13,128.57000732421875
2014-02-14,129.25
2014-02-18,124.25
2014-02-19,129.1199951171875
2014-02-20,134.3699951171875
2014-02-21,138.7899932861328
2014-02-24,134.47000122070312
2014-02-25,121.91999816894531
2014-02-26,132.22000122070312
2014-02-27,137.24000549316406
2014-02-28,137.1699981689453
2014-03-03,129.1199951171875
2014-03-04,131.64999389648438
2014-03-05,126.62000274658203
2014-03-06,133.4600067138672
2014-03-07,130.49000549316406
2014-03-10,131.35000610351562
2014-03-11,130.0800018310547
2014-03-12,132.3300018310547
2014-03-13,127.66000366210938
2014-03-14,112.66000366210938
2014-03-17,143.27000427246094
2014-03-18,129.3699951171875
2014-03-19,129.3699951171875
2014-03-20,134.02000427246094
2014-03-21,132.82000732421875
2014-03-24,132.6999969482422
2014-03-25,121.80999755859375
2014-03-26,119.05000305175781
2014-03-27,117.95999908447266
2014-03-28,124.9800033569336
2014-03-31,123.25
2014-04-01,128.0800018310547
2014-04-02,127.30000305175781
2014-04-03,128.1300048828125
2014-04-04,126.61000061035156
2014-04-07,123.91999816894531
2014-04-08,124.33999633789062
2014-04-09,130.7899932861328
2014-04-10,125.11000061035156
2014-04-11,122.58999633789062
2014-04-14,122.58999633789062
2014-04-15,129.24000549316406
2014-04-16,125.43000030517578
2014-04-17,127.93000030517578
2014-04-21,119.11000061035156
2014-04-22,126.51000213623047
2014-04-23,126.11000061035156
2014-04-24,126.11000061035156
2014-04-25,121.94999694824219
2014-04-28,123.69000244140625
2014-04-29,123.44000244140625
2014-04-30,124.52999877929688
2014-05-01,124.9000015258789
2014-05-02,124.12999725341797
2014-05-05,123.55999755859375
2014-05-06,121.18000030517578
2014-05-07,123.2699966430664
2014-05-08,123.93000030517578
2014-05-09,125.5999984741211
2014-05-12,125.27999877929688
2014-05-13,124.30000305175781
2014-05-14,122.75
2014-05-15,123.5999984741211
2014-05-16,127.2300033569336
2014-05-19,128.17999267578125
2014-05-20,127.47000122070312
2014-05-21,123.88999938964844
2014-05-22,123.68000030517578
2014-05-23,125.12999725341797
2014-05-27,123.63999938964844
2014-05-28,124.18000030517578
2014-05-29,125.80999755859375
2014-05-30,124.2300033569336
2014-06-02,123.33000183105469
2014-06-03,121.79000091552734
2014-06-04,121.4800033569336
2014-06-05,122.20999908447266
2014-06-06,122.87999725341797
2014-06-09,124.66999816894531
2014-06-10,125.37999725341797
2014-06-11,126.70999908447266
2014-06-12,127.81999969482422
2014-06-13,127.77999877929688
2014-06-16,127.66999816894531
2014-06-17,130.17999267578125
2014-06-18,129.52999877929688
2014-06-19,138.61000061035156
2014-06-20,143.25999450683594
2014-06-23,139.41000366210938
2014-06-24,134.64999389648438
2014-06-25,131.82000732421875
2014-06-26,132.80999755859375
2014-06-27,135.36000061035156
2014-06-30,139.35000610351562
2014-07-01,139.36000061035156
2014-07-02,140.3699951171875
2014-07-03,142.27999877929688
2014-07-07,137.75999450683594
2014-07-08,134.1999969482422
2014-07-09,135.8000030517578
2014-07-10,134.42999267578125
2014-07-11,138.74000549316406
2014-07-14,139.94000244140625
2014-07-15,136.9199981689453
2014-07-16,134.86000061035156
2014-07-17,131.64999389648438
2014-07-18,141.19000244140625
2014-07-21,138.75
2014-07-22,136.3699951171875
2014-07-23,132.5500030517578
2014-07-24,133.8000030517578
2014-07-25,135.25999450683594
2014-07-28,135.02000427246094
2014-07-29,132.35000610351562
2014-07-30,130.5399932861328
2014-07-31,128.7100067138672
2014-08-01,128.92999267578125
2014-08-04,126.86000061035156
2014-08-05,126.86000061035156
2014-08-06,124.41000366210938
2014-08-07,124.68000030517578
2014-08-08,120.36000061035156
2014-08-11,124.23999786376953
2014-08-12,123.69000244140625
2014-08-13,126.93000030517578
2014-08-14,132.4600067138672
2014-08-15,135.42999267578125
2014-08-18,138.4600067138672
2014-08-19,138.69000244140625
2014-08-20,135.4600067138672
2014-08-21,135.75
2014-08-22,135.10000610351562
2014-08-25,135.4199981689453
2014-08-26,133.5399932861328
2014-08-27,135.41000366210938
2014-08-28,137.9499969482422
2014-08-29,127.01000213623047
2014-09-02,131.72000122070312
2014-09-03,131.5500030517578
2014-09-04,130.14999389648438
2014-09-05,137.49000549316406
2014-09-08,132.91000366210938
2014-09-09,136.8800048828125
2014-09-10,130.52999877929688
2014-09-11,132.72000122070312
2014-09-12,127.37000274658203
2014-09-15,127.08999633789062
2014-09-16,126.80999755859375
2014-09-17,138.1300048828125
2014-09-18,142.10000610351562
2014-09-19,146.0800018310547
2014-09-22,139.85000610351562
2014-09-23,132.4600067138672
2014-09-24,126.9000015258789
2014-09-25,132.24000549316406
2014-09-26,130.49000549316406
2014-09-29,131.6699981689453
2014-09-30,127.7300033569336
2014-10-01,123.16999816894531
2014-10-02,125.3499984741211
2014-10-03,122.52999877929688
2014-10-06,126.95999908447266
2014-10-07,120.8499984741211
2014-10-08,128.0800018310547
2014-10-09,123.58000183105469
2014-10-10,130.82000732421875
2014-10-13,130.36000061035156
2014-10-14,127.77999877929688
2014-10-15,111.30999755859375
2014-10-16,127.97000122070312
2014-10-17,131.7100067138672
2014-10-20,120.62000274658203
2014-10-21,129.17999267578125
2014-10-22,127.04000091552734
2014-10-23,128.77000427246094
2014-10-24,125.56999969482422
2014-10-27,123.7699966430664
2014-10-28,127.55999755859375
2014-10-29,124.18000030517578
2014-10-30,121.0199966430664
2014-10-31,124.75
2014-11-03,124.63999938964844
2014-11-04,124.19000244140625
2014-11-05,125.66000366210938
2014-11-06,124.93000030517578
2014-11-07,127.08000183105469
2014-11-10,130.50999450683594
2014-11-11,127.11000061035156
2014-11-12,125.70999908447266
2014-11-13,128.9600067138672
2014-11-14,128.67999267578125
2014-11-17,123.69000244140625
2014-11-18,132.02999877929688
2014-11-19,124.66000366210938
2014-11-20,136.35000610351562
2014-11-21,138.4600067138672
2014-11-24,140.17999267578125
2014-11-25,126.2699966430664
2014-11-26,139.86000061035156
2014-11-28,131.88999938964844
2014-12-01,127.94999694824219
2014-12-02,121.63999938964844
2014-12-03,134.44000244140625
2014-12-04,128.72999572753906
2014-12-05,131.41000366210938
2014-12-08,137.6199951171875
2014-12-09,136.69000244140625
2014-12-10,130.8800048828125
2014-12-11,130.72999572753906
2014-12-12,131.47000122070312
2014-12-15,135.1199951171875
2014-12-16,131.2100067138672
2014-12-17,125.4800033569336
2014-12-18,126.23999786376953
2014-12-19,138.6300048828125
2014-12-22,136.61000061035156
2014-12-23,136.92999267578125
2014-12-24,135.64999389648438
2014-12-26,135.02999877929688
2014-12-29,127.5999984741211
2014-12-30,136.38999938964844
2014-12-31,133.83999633789062
2015-01-02,128.66000366210938
2015-01-05,127.79000091552734
2015-01-06,125.2699966430664
2015-01-07,123.55999755859375
2015-01-08,124.7699966430664
2015-01-09,121.69000244140625
2015-01-12,121.08999633789062
2015-01-13,122.19999694824219
2015-01-14,132.66000366210938
2015-01-15,120.7699966430664
2015-01-16,131.38999938964844
2015-01-20,123.62999725341797
2015-01-21,134.3000030517578
2015-01-22,139.1300048828125
2015-01-23,132.08999633789062
2015-01-26,135.02000427246094
2015-01-27,128.42999267578125
2015-01-28,123.76000213623047
2015-01-29,130.4499969482422
2015-01-30,125.36000061035156
2015-02-02,129.97999572753906
2015-02-03,129.77999877929688
2015-02-04,126.19999694824219
2015-02-05,127.54000091552734
2015-02-06,125.62000274658203
2015-02-09,129.85000610351562
2015-02-10,126.51000213623047
2015-02-11,128.38999938964844
2015-02-12,129.9499969482422
2015-02-13,126.04000091552734
2015-02-17,127.41999816894531
2015-02-18,127.41999816894531
2015-02-19,131.3000030517578
2015-02-20,125.23999786376953
2015-02-23,134.66000366210938
2015-02-24,136.25999450683594
2015-02-25,136.3300018310547
2015-02-26,126.19999694824219
2015-02-27,126.4000015258789
2015-03-02,126.01000213623047
