Date,Close,source,pred_top,pred_bot,label_top,label_bot,cal_top_prob,cal_bot_prob
2020-08-18,11210.83984375,nasdaq,32.277364150820624,0.03659754709019695,32.465246735834974,0.1533810679324463,0.1490866234531526,0.11360278139939158
2020-08-19,11146.4599609375,nasdaq,38.383745059935016,-0.05042305598149768,37.531109885139955,0.21874911181828852,0.15223880597014924,0.11360278139939158
2020-08-20,11264.9501953125,nasdaq,42.7563954586435,0.23953603850655025,42.955735821073915,0.30887154082367685,0.15223880597014924,0.11360278139939158
2020-08-21,11311.7998046875,nasdaq,48.49667905138432,2.0704168309757653,48.67522559599717,0.4317840007633078,0.22981366459627328,0.11360278139939158
2020-08-24,11379.7197265625,nasdaq,66.64468636876646,0.8110369143515858,66.69768108584744,1.1108996538242306,0.2352941176470588,0.11360278139939158
2020-08-25,11466.4697265625,nasdaq,72.51012405833877,1.3317501814282886,72.6149037073691,1.4920786069067842,0.2352941176470588,0.11360278139939158
2020-08-26,11665.0595703125,nasdaq,78.0287158014675,2.0525211372347956,78.27045382418682,1.9841094744370287,0.5285714285714286,0.11360278139939158
2020-08-27,11625.33984375,nasdaq,83.55481953504236,2.4672103163393166,83.5270211411272,2.6121409853918234,0.5285714285714286,0.11360278139939158
2020-08-28,11695.6298828125,nasdaq,88.06550719305066,3.1954736774622767,88.24969025845955,3.4047454734599345,0.5285714285714286,0.11360278139939158
2020-08-31,11775.4599609375,nasdaq,97.93983307947003,7.926751617829354,98.01986733067552,7.100535373963698,0.5285714285714286,0.11360278139939158
2020-09-01,11939.669921875,nasdaq,99.54512402805896,8.656728280366016,99.50124791926824,8.892161745938635,0.5285714285714286,0.11360278139939158
2020-09-02,12056.4404296875,nasdaq,99.85723412404872,10.873099771821794,100.0,11.025052530448521,0.5285714285714286,0.11360278139939158
