Date,Open,High,Low,Close,Volume,VIX,VVIX,VIX_VVIX_Ratio,MA20,MA60,MA120,MA200,Dist_MA20,Dist_MA60,Dist_MA200,RSI,MACD,MACD_Signal,MACD_Hist,TR,ATR_Pct,Return,Volatility_20d,Vol_MA20,Vol_Ratio,Mom_5d,Mom_10d,Mom_20d,Peak,Drawdown
2011-06-27,2653.070068359375,2697.340087890625,2647.550048828125,2688.280029296875,1710740000,21.600000381469727,94.29000091552734,0.2290804981624803,,,,,,,,,4.104755890445631,1.9180769420581583,2.1866789483874727,49.7900390625,,0.013340220722224183,,,,2.2291900529630926,1.84074982172866,,2688.280029296875,0.0
2011-06-28,2694.260009765625,2729.93994140625,2692.449951171875,2729.31005859375,1682590000,20.299999237060547,90.33000183105467,0.2247315269076147,,,,,,,,,7.273080059199856,3.06810703146091,4.204973027738946,41.659912109375,,0.015262557787778741,,,,1.5647927135935102,1.8885918813434488,,2729.31005859375,0.0
2011-06-29,2736.760009765625,2746.6201171875,2722.260009765625,2740.489990234375,1804490000,18.6200008392334,85.9000015258789,0.21676368461557932,,,,,,,,,10.157848563635525,4.5685426588479014,5.589305904787624,24.360107421875,,0.004096248282756676,,,,2.6712242438078793,4.143328453229866,,2740.489990234375,0.0
2011-06-30,2749.3701171875,2776.56005859375,2749.110107421875,2773.52001953125,1859130000,16.670000076293945,81.08000183105469,0.2055994042899629,,,,,,,,68.47611985574169,14.099500997654104,6.562426254524261,7.5370747431298435,36.070068359375,1.4772869056738076,0.01205259986884677,,,,3.2295531601842287,5.710259219712133,,2773.52001953125,0.0
2011-07-01,2775.080078125,2818.18994140625,2769.06005859375,2816.030029296875,1646380000,16.059999465942383,78.63999938964844,0.20422176488542035,,,,,,,,71.78757350363875,19.4148154579766,9.22664288444719,10.188172573529412,49.1298828125,1.5081764996520426,0.01532709678180355,,,,6.149525360067143,7.626660640161864,,2816.030029296875,0.0
2011-07-05,2817.8701171875,2828.530029296875,2810.0,2825.77001953125,1556620000,16.31999969482422,81.33999633789062,0.20063929714270062,,,,,,,,69.58628354987223,23.794747336818546,12.224650178241369,11.570097158577177,18.530029296875,1.4336418750824946,0.003458766466637009,,,,5.114422185784551,7.4576224293796844,,2825.77001953125,0.0
2011-07-06,2821.419921875,2838.85009765625,2812.800048828125,2834.02001953125,1639490000,16.459999084472656,82.69000244140625,0.1990567009129808,,,,,,,,80.10878101107987,27.350312630265762,15.319471857452617,12.030840772813145,26.050048828125,1.3618970678004911,0.002919558188733573,,,,3.836499286982842,5.4613252618761265,,2834.02001953125,0.0
2011-07-07,2856.25,2878.93994140625,2853.89990234375,2872.659912109375,1873710000,15.300000190734863,80.69999694824219,0.18959108760001173,,,,,,,,83.89421510897442,32.173782376148665,18.75217198933104,13.421610386817626,44.919921875,1.3488748636327572,0.013634304737380143,,,,4.822857311866935,7.622910889433654,,2872.659912109375,0.0
2011-07-08,2841.2900390625,2860.02001953125,2831.159912109375,2859.81005859375,1612120000,17.139999389648438,80.81999969482422,0.21207621200654492,,,,,,,,82.62758305518418,34.6650252923464,21.981278986150482,12.683746306195918,41.5,1.3598060326350132,-0.0044731551623837795,,,,3.111210247441587,6.441241596492042,,2872.659912109375,-0.44731551623837845
2011-07-11,2828.10009765625,2841.1201171875,2795.5400390625,2802.6201171875,1765920000,17.440000534057617,90.87000274658205,0.19192252676270113,2722.915490722656,,,,2.927179588805018,,,70.7436009001987,32.438942865452645,24.097206748201543,8.341736117251102,64.27001953125,1.4779285925095702,-0.019997811125390563,,1853147000.0,0.9529303395791051,-0.4761991871486959,5.644042183140319,,2872.659912109375,-2.4381512975702453
2011-07-12,2798.75,2807.570068359375,2780.159912109375,2781.909912109375,2015410000,19.549999237060547,88.38999938964844,0.2211788592833738,2730.0264892578125,,,,1.9004732392053691,,,62.45359847146394,28.960044089504663,25.078828075160015,3.8812160143446484,27.41015625,1.4082314011544286,-0.007389586962256001,18.720522704432383,1861565000.0,1.0826428300918851,-1.552147100391088,3.4828917297350603,5.3877528747698245,2872.659912109375,-3.159093062755308
2011-07-13,2800.8798828125,2825.860107421875,2789.570068359375,2796.919921875,1885510000,19.07999992370605,88.91999816894531,0.21457490234597876,2735.936486816406,,,,2.2289784632228526,,,66.94255395767325,26.928389625349155,25.45149014593608,1.476899479413074,43.9501953125,1.4493762869530926,0.005395577225663528,18.205689038419163,1870775500.0,1.0078761454808447,-1.309097938637227,2.477177815263887,4.412553475712855,2872.659912109375,-2.6365804707721088
2011-07-14,2804.820068359375,2817.3798828125,2755.89990234375,2762.669921875,1946500000,20.07999992370605,95.72000122070312,0.20977851721300417,2742.4969848632813,,,,0.7355682475882253,,,59.64331565727044,22.706629830645852,24.899258281317728,-2.192628450671876,61.47998046875,1.4696197531078659,-0.012245613373528252,17.512143210871788,1868979000.0,1.0414777266090203,-3.828855263051656,0.8093418228003912,4.9862039660582225,2872.659912109375,-3.82885526305166
2011-07-15,2787.330078125,2790.159912109375,2768.280029296875,2789.800048828125,1804380000,20.25,89.33000183105469,0.22668755832220625,2750.8019897460936,,,,1.417697792403838,,,67.69275812981454,21.024783310484054,24.12068658627381,-3.0959032757897553,27.489990234375,1.4251158347769353,0.009820256389772464,17.57226847251094,1861285500.0,0.9694267752045562,-2.448065022893542,0.5869807746917477,6.330758118208646,2872.659912109375,-2.8844299644369165
2011-07-18,2777.610107421875,2783.760009765625,2743.7900390625,2765.110107421875,1752220000,21.25,97.80999755859376,0.21725795450787164,2758.23349609375,,,,0.24931215351651215,,,60.21106378118519,17.75361490171963,22.842443182316735,-5.088828280597106,46.010009765625,1.4280762294362284,-0.008850075623384246,17.97188054215459,1829212000.0,0.9579097447425449,-1.338390798509903,-1.8082165795552219,5.680537518444817,2872.659912109375,-3.7439101034597195
2011-07-19,2790.97998046875,2828.64990234375,2790.97998046875,2826.52001953125,1882760000,20.13999938964844,91.01000213623048,0.22129435135603454,2768.0765014648437,,,,2.1113404212448117,,,62.25573000285638,19.311107669995636,22.134035047640428,-2.822927377644792,63.539794921875,1.4523417011197974,0.02220884873428508,19.24079179936219,1842057500.0,1.022096215780452,1.6035784346463355,0.026541438079386026,7.486143227698383,2872.659912109375,-1.6061731631937173
2011-07-20,2839.389892578125,2839.64990234375,2808.179931640625,2814.22998046875,1863670000,18.809999465942383,86.05999755859375,0.2185684406176707,2774.425,,,,1.4347109930435975,,,59.2708070515335,19.427816851031366,21.591479589715295,-2.1636627386839287,31.469970703125,1.4767299261186095,-0.004348116757559084,18.170782350442664,1841116500.0,1.0122499037947896,0.6188971825173306,-0.6983027263785302,4.7248859522975195,2872.659912109375,-2.034001010503199
2011-07-21,2818.7900390625,2847.409912109375,2807.7099609375,2834.429931640625,2284150000,18.61000061035156,81.68000030517578,0.22784035921670176,2782.6869995117186,,,,1.859459297362065,,,57.91305274522702,20.736769654866293,21.420206312045355,-0.6834366571790618,39.699951171875,1.475353233760445,0.007177789772714549,17.91591807262642,1874455500.0,1.2185672052497378,2.597487640395424,-1.330821664882631,6.19064187493974,2872.659912109375,-1.330821664882634
2011-07-22,2834.4599609375,2862.719970703125,2830.580078125,2858.830078125,1665220000,17.219999313354492,82.44999694824219,0.2088538502210535,2791.2910034179686,,,,2.41963573931665,,,55.83488489591274,23.275825368362348,21.791905299632877,1.4839200687294714,32.139892578125,1.4203111697613724,0.008608484624014645,17.98302700258475,1854694000.0,0.8978408298080438,2.474371929481878,-0.034267327153603144,6.404767028007807,2872.659912109375,-0.4814295603206244
2011-07-25,2832.110107421875,2859.39990234375,2828.909912109375,2842.800048828125,1613240000,19.26000022888184,90.1999969482422,0.21352550865310393,2800.786511230469,,,,1.5000621228784095,,,52.28253948101228,23.823560724361414,22.19874002157024,1.6248207027911725,30.489990234375,1.4583708011861252,-0.0056071990495456525,17.328805028126073,1793212500.0,0.8996368249719429,2.8096509139987402,1.433656006185613,7.158614339076164,2872.659912109375,-1.0394499939021358
2011-07-26,2842.739990234375,2851.719970703125,2832.27001953125,2839.9599609375,1739980000,19.75,93.3499984741211,0.21156936607208604,2808.3705078125,,,,1.124832105917739,,,50.80784724149884,23.767620006410198,22.51282707528993,1.2547929311202672,19.449951171875,1.4432291604494667,-0.0009990459553410602,16.995299101563514,1794674500.0,0.9695240000345466,0.47549429380935315,2.0866976524091863,5.6422668021045785,2872.659912109375,-1.138316131124051
2011-07-27,2823.6201171875,2823.860107421875,2761.0,2764.7900390625,2367470000,20.8700008392334,102.01000213623048,0.20458778945384498,2810.1445068359376,,,,-1.6139549999335867,,,36.65538897758416,17.91568290513669,21.592669217096006,-3.6769863119593147,78.9599609375,1.5704108105680614,-0.026468655512377537,19.244207197373527,1828918500.0,1.2944644608275329,-1.7567839781884143,-1.1487594822150227,1.2999615180046886,2872.659912109375,-3.755051984822905
2011-07-28,2765.610107421875,2800.110107421875,2757.85009765625,2766.25,2067020000,22.82999992370605,105.62000274658205,0.21615223754995452,2811.432507324219,,,,-1.6070991285229708,,,38.090025782743716,13.242867843035128,19.921649807905304,-6.678781964870176,42.260009765625,1.571544440118456,0.0005280549035813209,19.20271638033549,1842045000.0,1.1221332812173426,-2.4054195476675977,0.12958761727750456,0.9399782468616724,2872.659912109375,-3.7042293680785523
2011-07-29,2736.669921875,2780.580078125,2724.989990234375,2756.3798828125,2301210000,25.280000686645508,106.56999969482422,0.23721498319449916,2810.5755004882812,,,,-1.9282747489389962,,,43.30744887300832,8.701694445618614,17.676520319550566,-8.974825873931952,55.590087890625,1.5546787735899432,-0.0035680495933122502,18.755680953208667,1864149000.0,1.2344560440179406,-3.5836405981741093,-1.1979412657069588,-0.617992175937021,2872.659912109375,-4.047817453319469
2011-08-01,2791.449951171875,2796.239990234375,2716.300048828125,2744.610107421875,2209790000,22.6299991607666,95.88999938964844,0.23599957560547827,2807.004504394531,,,,-2.222810717794499,,,44.45801103609584,4.169088209046549,14.97393759965551,-10.804849390608961,79.93994140625,1.6980546833491033,-0.004270012077803864,17.866834375746016,1892319500.0,1.167767916570114,-3.4539869044510008,-0.741380965082572,-2.5361917711095083,2872.659912109375,-4.4575344316854375
2011-08-02,2728.2900390625,2745.8701171875,2668.679931640625,2669.239990234375,2377250000,24.21999931335449,102.01000213623048,0.2374276914631332,2799.1780029296874,,,,-4.642006066042104,,,33.9145471176861,-5.092267340028229,10.95939381777707,-16.0516611578053,77.190185546875,1.8349517340023966,-0.027461138098882176,20.03205205784237,1933351000.0,1.2296008329579058,-6.011351323656289,-5.564440662371761,-5.539376106865235,2872.659912109375,-7.081239272964621
2011-08-03,2673.969970703125,2695.3701171875,2621.669921875,2693.070068359375,2601310000,23.57999992370605,98.58000183105467,0.2391965863838915,2792.130505371094,,,,-3.547844086125662,,,40.995210813289944,-10.479576134031959,6.670486363380165,-17.150062497412122,73.7001953125,1.8511266587542003,0.00892766413368018,20.369041219031843,1981442000.0,1.3128368127858399,-2.5940476379697985,-4.3052598028677895,-4.973498782665208,2872.659912109375,-6.251691785475864
2011-08-04,2648.3798828125,2653.7900390625,2556.3798828125,2556.389892578125,3272990000,24.56999969482422,121.76000213623048,0.20179040131203524,2776.317004394531,,,,-7.921541793256726,,,26.471236792806664,-24.94038270898227,0.3469992120088368,-25.287381920991105,136.690185546875,2.2552174882478857,-0.05075255092212139,25.733602514930876,2051406000.0,1.5954862177452926,-7.58644762483055,-9.80938127835691,-11.009657571996224,2872.659912109375,-11.009657571996229
2011-08-05,2580.300048828125,2592.0400390625,2464.8701171875,2532.409912109375,3750150000,28.479999542236328,118.61000061035156,0.24011465640065738,2759.9469970703126,,,,-8.244255603548488,,,26.50918052988294,-37.796583805900354,-7.282985140174041,-30.513598665726313,127.169921875,2.5054904500675446,-0.009380408105340354,25.761810088393755,2158307500.0,1.7375420323563717,-8.12551173006657,-11.41796319107261,-11.448317887425253,2872.659912109375,-11.844423301404888
2011-08-08,2447.300048828125,2489.389892578125,2357.68994140625,2357.68994140625,3987990000,36.900001525878906,134.6300048828125,0.2740845293588022,2737.70048828125,,,,-13.880647225715093,,,11.483560300826198,-60.77240196931916,-17.98229068764998,-42.79011128166918,174.719970703125,3.0279948341771883,-0.06899355821806574,33.89592724681269,2269411000.0,1.7572797523234003,-14.097454679239485,-17.064517345208642,-15.875507816869195,2872.659912109375,-17.926590214606573
2011-08-09,2402.1298828125,2483.659912109375,2331.64990234375,2482.52001953125,3803050000,42.119998931884766,112.8000030517578,0.3734042357477436,2722.730993652344,,,,-8.822427727201521,,,27.001332506384927,-68.49386841513024,-28.085680609844985,-40.40818780528525,152.010009765625,3.222561421155458,0.05294592640563445,40.293005161735266,2358793000.0,1.6122864532835226,-6.9952485121703045,-12.586090871797195,-10.762026882139885,2872.659912109375,-13.581137500249651
2011-08-10,2425.550048828125,2461.280029296875,2378.080078125,2381.050048828125,3397010000,39.33000183105469,132.86000061035156,0.29602590433821174,2701.9375,,,,-11.876198141958316,,,21.74923038633723,-81.55309413000032,-38.78007309217272,-42.7730210378276,104.43994140625,3.5541049412323664,-0.040873777413599544,41.96645922429273,2434368000.0,1.3954381588979152,-11.586034214153717,-13.879534605256882,-14.868851617606705,2872.659912109375,-17.11340285040091
2011-08-11,2415.5400390625,2516.389892578125,2399.56005859375,2492.679931640625,3134140000,41.93999862670898,128.75999450683594,0.3257222772286027,2688.4380004882814,,,,-7.281479759328735,,,29.421677839806563,-82.23859279035196,-47.47236859878636,-34.7662241915656,135.33984375,3.6906640661952728,0.04688262763205686,46.15289609311072,2493750000.0,1.2567979949874686,-2.4921848237026256,-9.889564152169006,-9.772792185435431,2872.659912109375,-13.227461380547942
2011-08-12,2507.010009765625,2524.090087890625,2481.5,2507.97998046875,2232470000,37.08000183105469,120.19000244140624,0.3085115323891564,2674.3469970703127,,,,-6.220846314401762,,,31.167033825988725,-80.65092769129933,-54.10844171947591,-26.542485971823417,42.590087890625,3.702610704041488,0.006137991738897286,46.017303539943,2515154500.0,0.8876075008513393,-0.9646910448346868,-9.011816690894314,-10.101801685671186,2872.659912109375,-12.694852255338606
2011-08-15,2522.0400390625,2555.199951171875,2514.52001953125,2555.199951171875,1945850000,34.72999954223633,109.0,0.31862384901134244,2663.8514892578123,,,,-4.078738567975093,,,34.744455434070915,-74.82655681822689,-58.252245227324124,-16.574311590902767,47.219970703125,3.71181550751895,0.018827889804088338,46.7458314007264,2524836000.0,0.7706837196554549,8.377268202103782,-6.901168065285623,-7.591385083963809,2872.659912109375,-11.05108055427248
2011-08-16,2526.47998046875,2546.739990234375,2494.550048828125,2523.449951171875,2074370000,33.36000061035156,104.66000366210938,0.3187464116478821,2648.6979858398436,,,,-4.728664247020797,,,36.43974168088497,-71.87384225722872,-60.97665956528936,-10.897182691939356,60.64990234375,3.7066891960409807,-0.012425642065873821,45.82469681554204,2534416500.0,0.8184803089784177,1.6487251389156299,-5.461855794004444,-10.722374731654515,2872.659912109375,-12.156327989451333
2011-08-17,2527.7900390625,2549.110107421875,2488.090087890625,2511.47998046875,1913320000,32.09000015258789,104.62000274658205,0.30672910829794714,2633.5604858398438,,,,-4.635568692175385,,,35.85224286997986,-69.67020413195041,-62.71541694810327,-6.954787183847145,61.02001953125,3.7777106782840417,-0.004743494396457604,45.8238732583031,2536899000.0,0.7541963633554194,5.477832425438445,-6.742865327720571,-10.757827260072494,2872.659912109375,-12.57301395539763
2011-08-18,2436.3798828125,2437.010009765625,2362.969970703125,2380.429931640625,2775580000,36.77000045776367,106.66000366210938,0.34474028872386114,2610.860485839844,,,,-8.825847089454708,,,31.599404543261315,-77.36066393663214,-65.64453166725005,-11.716132269382086,148.510009765625,4.2645063117634,-0.05218040750763442,48.45300483364772,2561470500.0,1.0835885090224542,-4.503185450131964,-6.883142569463219,-16.017330149248586,2872.659912109375,-17.134989714369244
2011-08-19,2353.320068359375,2415.179931640625,2338.659912109375,2341.840087890625,2385300000,45.34000015258789,111.58000183105467,0.4063452178575693,2585.010986328125,,,,-9.406958025463242,,,30.79102399838294,-85.51175819376112,-69.61804786245004,-15.893710331311084,76.52001953125,4.324347553517533,-0.01621129159781798,48.10784010177138,2597474500.0,0.9183150787428327,-6.624450508854252,-7.525236072860519,-18.0839705790926,2872.659912109375,-18.47833855936579
2011-08-22,2396.8798828125,2397.340087890625,2337.280029296875,2345.3798828125,1957230000,38.79999923706055,111.25,0.3487640380859375,2560.1399780273437,,,,-8.38860753935502,,,33.41831690037148,-90.64141785389393,-73.82278187270795,-16.818635981185977,60.06005859375,4.2656511546167035,0.001511544251112218,48.25008515916207,2614674000.0,0.7485560341365692,-8.211493126522118,-0.522123727024415,-17.497543178271524,2872.659912109375,-18.355114960674086
2011-08-23,2360.949951171875,2446.06005859375,2349.080078125,2446.06005859375,2147270000,41.88999938964844,103.43000030517578,0.4050082110224281,2540.4449829101563,,,,-3.7152910199332756,,,38.2756936817214,-85.73880217793476,-76.20601314544399,-9.532789032490768,100.68017578125,4.168861886899763,0.04292702283287153,51.63244771241244,2635038500.0,0.8148913194247447,-3.066828907868202,-1.4686673481241197,-13.869910412882003,2872.659912109375,-14.850343116403764
2011-08-24,2437.47998046875,2470.800048828125,2420.47998046875,2467.68994140625,1888640000,37.119998931884766,104.54000091552734,0.35507938211976164,2525.589978027344,,,,-2.292535095752868,,,45.273669637813875,-79.22282185643917,-76.80938039903195,-2.4134414574072167,50.320068359375,3.8823180263066734,0.008842743961460675,51.38114767599434,2611097000.0,0.7233128451375035,-1.7435949879372248,3.6387262258836817,-10.745846645085289,2872.659912109375,-14.097386502175896
2011-08-25,2470.9599609375,2482.89990234375,2415.239990234375,2419.6298828125,1789230000,34.43000030517578,112.4000015258789,0.3063167245353519,2508.2589721679688,,,,-3.5334903747544,,,44.14093009581313,-76.98747793529083,-76.84500016657546,-0.14247776871536644,67.659912109375,3.7837545773279344,-0.019475728205287535,51.577367900609936,2597207500.0,0.6889052953990007,1.6467592954881871,-2.9305827796369033,-12.53032506778129,2872.659912109375,-15.77040245478338
2011-08-26,2408.7900390625,2486.0400390625,2385.27001953125,2479.85009765625,1852130000,41.18000030517578,104.72000122070312,0.3932391121576353,2494.432482910156,,,,-0.5845973123671522,,,57.20334957021871,-69.62313851594945,-75.4006193925908,5.777480876641349,100.77001953125,3.478868225036216,0.02488819272381937,52.743430646934875,2574753500.0,0.7193426477524936,5.893229451458204,-1.121615125781128,-10.032353917562698,2872.659912109375,-13.674079998028285
2011-08-29,2510.989990234375,2562.580078125,2510.1298828125,2562.110107421875,1615510000,33.810001373291016,96.51000213623048,0.35032639752267214,2485.307482910156,,,,3.0902664978011973,,,54.94121338246239,-56.58577327602279,-71.63763257052071,15.051859294497916,82.72998046875,3.174030004374713,0.03317136380274377,54.435367068857055,2545039500.0,0.6347681440700625,9.240730092281657,0.270435049391371,-6.649396193160195,2872.659912109375,-10.810531500036333
2011-08-30,2547.070068359375,2589.530029296875,2534.679931640625,2576.110107421875,1871800000,32.970001220703125,96.16000366210938,0.3428660562093399,2480.650988769531,,,,3.848147888780362,,,63.58546351357142,-44.62421453030174,-66.23492874856207,21.610714218260327,54.85009765625,3.0192813433778176,0.0054642460366731704,53.712590257261226,2519767000.0,0.7428464615974414,5.316715277338346,2.086831808395684,-3.4890037296467558,2872.659912109375,-10.323178300272428
2011-08-31,2589.75,2611.580078125,2557.739990234375,2579.4599609375,1995490000,31.200000762939453,94.16000366210938,0.33135088731410645,2474.9704833984374,,,,4.2218474216139334,,,57.117552521963326,-34.48061329190614,-59.88404664805413,25.403433356147993,53.840087890625,2.789676979490436,0.0013003533917179677,53.58945991262319,2489476000.0,0.8015702902940217,4.529338052395526,2.706769753189997,-4.218609413719654,2872.659912109375,-10.206566741016697
2011-09-01,2583.340087890625,2604.5,2543.56005859375,2546.0400390625,1742440000,31.90999984741211,92.30999755859376,0.3456830320806502,2474.452990722656,,,,2.893045396628735,,,53.03151575398778,-28.77842573347334,-53.66290756846938,24.884481834996038,60.93994140625,2.877775031965727,-0.012956170043769033,50.587502243614665,2412948500.0,0.7221206751822511,5.224359194269201,6.957151110418702,-0.4048620887476262,2872.659912109375,-11.36994573113391
2011-09-02,2497.280029296875,2512.780029296875,2469.35009765625,2480.330078125,1571530000,34.290000915527344,91.0,0.37681319687392684,2471.8489990234375,,,,0.343106682686245,,,44.20717828056896,-29.17293674806706,-48.76490402167818,19.591967273611118,76.68994140625,3.0388819262449203,-0.025808691116144256,51.33432168434771,2304017500.0,0.6820824928630099,0.01935522107581189,5.913725320122842,-2.056532543777445,2872.659912109375,-13.657371425366179
2011-09-06,2417.610107421875,2477.77001953125,2414.31005859375,2473.830078125,1737170000,39.84000015258789,97.01000213623048,0.4106793039406478,2477.656005859375,2646.0906616210937,,,-0.15441722843393402,-6.510003077164428,,46.00471077041265,-29.66280123494471,-44.94447760954504,15.28167637460033,66.02001953125,3.0623721056817197,-0.0026206189479884845,44.553875774982885,2191476500.0,0.7926938755674542,-3.445598572877373,5.4767330552211835,4.926014005449675,2872.659912109375,-13.883642553827993
2011-09-07,2511.5,2548.93994140625,2507.52001953125,2548.93994140625,1791480000,34.2400016784668,93.3000030517578,0.3669882160611752,2480.977001953125,2644.578161621094,,,2.7393619287732873,-3.616388488824951,,52.737822403765094,-23.767294839529768,-40.709035862905516,16.941741023375748,75.10986328125,3.011616649658199,0.030361771386569147,41.8184574532113,2090898000.0,0.8567993273703451,-1.0546973880249388,4.205942632154591,2.6755039779111867,2872.659912109375,-11.268997396403238
2011-09-08,2533.81005859375,2568.449951171875,2520.800048828125,2529.139892578125,1979990000,34.40999984741211,93.4499969482422,0.36821830894730023,2488.381494140625,2642.0851603190104,,,1.6379481415319086,-4.274853416429925,,62.979389501013,-20.44469063695442,-36.656162842669,16.21147220571458,47.64990234375,2.750342378530692,-0.007767954241087893,38.90291335495469,2020047000.0,0.9801702633651593,-1.9507985827035723,2.4901812071599583,6.219518309700578,2872.659912109375,-11.958255764393828
2011-09-09,2508.1201171875,2518.39990234375,2452.929931640625,2467.989990234375,2054190000,35.529998779296875,99.06999969482422,0.35863529715094056,2487.1469970703124,2639.360660807292,,,-0.770240233428221,-6.492885686964067,,60.593182116381286,-22.451031879968923,-33.815134420950926,11.364102540982003,76.2099609375,2.8175908131980445,-0.024178141558399813,36.44564366914014,1966049500.0,1.0448312720508817,-3.0655467954409876,1.9986572229659716,-0.9904978610711379,2872.659912109375,-14.086941519570745
2011-09-12,2442.860107421875,2495.360107421875,2438.39990234375,2495.090087890625,1980350000,42.560001373291016,97.06999969482422,0.4384464974461138,2486.5025024414062,2637.2171630859375,,,0.3453680597862663,-5.389282201887491,,62.09310388213537,-21.619427058680685,-31.375991417422,9.756564358741315,56.960205078125,2.7781137628514636,0.010980635157955554,36.59838074591575,1953443500.0,1.0137738818655364,0.5950824809890953,0.6145528815946877,-0.5139551622623362,2872.659912109375,-13.143561569093052
2011-09-13,2502.590087890625,2537.39990234375,2494.070068359375,2532.14990234375,1931390000,38.68000030517578,96.13999938964844,0.4023299412392187,2485.35,2635.811661783854,,,1.8830306533788033,-3.932821185332658,,57.75067984177908,-17.783446468049533,-28.65748106239822,10.874034594348686,43.329833984375,2.5756764274253134,0.01485309674107027,36.353483806844054,1952720500.0,0.989076521703951,2.3574709004650973,-1.169356656114695,-0.9020839569738426,2872.659912109375,-11.853474486493974
2011-09-14,2548.449951171875,2600.780029296875,2519.800048828125,2572.550048828125,2323770000,36.59000015258789,100.22000122070312,0.3650967841440142,2487.8050048828127,2634.859830729167,,,3.406418259428823,-2.3648234025336445,,59.131930107748644,-11.371274916342827,-25.200238444293472,13.828963527950645,80.97998046875,2.620356478372368,0.01595487946704144,36.48355641836739,1965190500.0,1.1824655167018159,0.9262716252486314,-0.1381951254138314,1.945752783147059,2872.659912109375,-10.447107296487502
2011-09-15,2595.449951171875,2608.949951171875,2569.780029296875,2607.070068359375,1967730000,33.43000030517578,96.69000244140624,0.3457441251533139,2492.584509277344,2633.523331705729,,,4.593046239993814,-1.0044818296415237,,66.71782327192943,-3.479176392053432,-20.856024637668977,17.376848245615545,39.169921875,2.507603587444978,0.013418599784666974,36.65927984306831,1967911000.0,0.9999080242958142,3.0812916284282954,1.0703832523083712,3.806125815615058,2872.659912109375,-9.24543286973985
2011-09-16,2607.1201171875,2627.280029296875,2600.9599609375,2622.31005859375,2703730000,31.809999465942383,93.66999816894533,0.3395964565790761,2504.678515625,2632.7420003255206,,,4.6964727103668835,-0.3962386641182758,,63.81444314287365,3.953052011017917,-15.894208032198499,19.847260043216416,26.320068359375,2.2902375220440736,0.00584563891064338,30.533396230651373,1964318500.0,1.3764213899120739,6.2528644350263285,2.9956331542741133,10.161194989949474,2872.659912109375,-8.714914440804613
