date,score
2026-05-21 00:00:00,58.0571428571429
2026-05-22 00:00:00,58.9714285714286
2026-05-26 00:00:00,60.9142857142857
2026-05-27 00:00:00,60.6
2026-05-28 00:00:00,60.0857142857143
2026-05-29 00:00:00,59.5142857142857
2026-06-01 00:00:00,56.5428571428571
2026-06-02 00:00:00,56.0571428571429
2026-06-03 00:00:00,53.0285714285714
2026-06-04 00:00:00,53.8857142857143
2026-06-05 00:00:00,42.0571428571429
2026-06-05 23:59:52,42.0571428571429
