date,score
2025-06-09 00:00:00,63.42857142857143
2025-06-10 00:00:00,64.0
2025-06-11 00:00:00,64.2
2025-06-12 00:00:00,64.6
2025-06-13 00:00:00,59.54285714285715
2025-06-16 00:00:00,61.114285714285714
2025-06-17 00:00:00,57.42857142857144
2025-06-18 00:00:00,54.285714285714285
2025-06-20 00:00:00,54.51428571428573
2025-06-23 00:00:00,56.60000000000001
2025-06-24 00:00:00,57.885714285714286
2025-06-25 00:00:00,59.25714285714286
2025-06-26 00:00:00,63.00000000000001
2025-06-27 00:00:00,64.8
2025-06-30 00:00:00,69.22857142857143
2025-07-01 00:00:00,67.54285714285714
2025-07-02 00:00:00,63.714285714285715
2025-07-03 00:00:00,77.62857142857145
2025-07-07 00:00:00,75.08571428571429
2025-07-08 00:00:00,74.62857142857142
2025-07-09 00:00:00,75.91428571428571
2025-07-10 00:00:00,76.97142857142856
2025-07-11 00:00:00,75.25714285714285
2025-07-14 00:00:00,76.11428571428573
2025-07-15 00:00:00,73.4857142857143
2025-07-16 00:00:00,72.94285714285715
2025-07-17 00:00:00,74.17142857142858
2025-07-18 00:00:00,73.94285714285715
2025-07-21 00:00:00,73.28571428571429
2025-07-22 00:00:00,73.88571428571429
2025-07-23 00:00:00,76.3714285714286
2025-07-24 00:00:00,75.25714285714287
2025-07-25 00:00:00,74.65714285714286
2025-07-28 00:00:00,73.8
2025-07-29 00:00:00,70.62857142857143
2025-07-30 00:00:00,68.02857142857142
2025-07-31 00:00:00,63.714285714285715
2025-08-01 00:00:00,49.800000000000004
2025-08-04 00:00:00,56.885714285714286
2025-08-05 00:00:00,55.028571428571425
2025-08-06 00:00:00,55.314285714285724
2025-08-07 00:00:00,54.71428571428572
2025-08-08 00:00:00,58.37142857142857
2025-08-11 00:00:00,57.628571428571426
2025-08-12 00:00:00,62.25714285714286
2025-08-13 00:00:00,63.34285714285714
2025-08-14 00:00:00,63.25714285714287
2025-08-15 00:00:00,63.54285714285715
2025-08-18 00:00:00,64.2
2025-08-19 00:00:00,59.88571428571429
2025-08-20 00:00:00,55.91428571428572
2025-08-21 00:00:00,52.60000000000001
2025-08-22 00:00:00,55.54285714285715
2025-08-25 00:00:00,53.942857142857136
2025-08-26 00:00:00,55.4
2025-08-27 00:00:00,59.11428571428572
2025-08-28 00:00:00,64.42857142857143
2025-08-29 00:00:00,61.542857142857144
2025-09-02 00:00:00,62.45714285714286
2025-09-03 00:00:00,61.371428571428574
2025-09-04 00:00:00,61.17142857142858
2025-09-05 00:00:00,58.68571428571429
2025-09-08 00:00:00,58.228571428571435
2025-09-09 00:00:00,57.942857142857136
2025-09-10 00:00:00,57.94285714285714
2025-09-11 00:00:00,60.34285714285715
2025-09-12 00:00:00,61.34285714285714
2025-09-15 00:00:00,64.45714285714287
2025-09-16 00:00:00,64.37142857142858
2025-09-17 00:00:00,63.77142857142858
2025-09-18 00:00:00,66.54285714285714
2025-09-19 00:00:00,66.22857142857144
2025-09-22 00:00:00,66.51428571428572
2025-09-23 00:00:00,56.771428571428565
2025-09-24 00:00:00,54.57142857142857
2025-09-25 00:00:00,50.65714285714286
2025-09-26 00:00:00,51.28571428571428
2025-09-29 00:00:00,50.97142857142857
2025-09-30 00:00:00,51.40000000000001
2025-10-01 00:00:00,52.48571428571428
2025-10-02 00:00:00,54.54285714285715
2025-10-03 00:00:00,52.57142857142857
2025-10-06 00:00:00,53.971428571428575
2025-10-07 00:00:00,51.857142857142854
2025-10-08 00:00:00,52.942857142857136
2025-10-09 00:00:00,48.62857142857143
2025-10-10 00:00:00,30.14285714285714
2025-10-13 00:00:00,29.74285714285714
2025-10-14 00:00:00,28.285714285714285
2025-10-15 00:00:00,27.41428571428571
2025-10-16 00:00:00,23.114285714285717
2025-10-17 00:00:00,22.32857142857143
2025-10-20 00:00:00,29.85714285714286
2025-10-21 00:00:00,28.542857142857148
2025-10-22 00:00:00,26.37142857142857
2025-10-23 00:00:00,27.571428571428573
2025-10-24 00:00:00,32.45714285714286
2025-10-27 00:00:00,37.34285714285715
2025-10-28 00:00:00,39.34285714285714
2025-10-29 00:00:00,42.114285714285714
2025-10-30 00:00:00,37.05714285714286
2025-10-31 00:00:00,34.45714285714286
2025-11-03 00:00:00,32.6
2025-11-04 00:00:00,20.94285714285714
2025-11-05 00:00:00,23.057142857142857
2025-11-06 00:00:00,24.342857142857145
2025-11-07 00:00:00,20.428571428571427
2025-11-10 00:00:00,29.942857142857143
2025-11-11 00:00:00,30.457142857142856
2025-11-12 00:00:00,34.57142857142858
2025-11-13 00:00:00,24.542857142857144
2025-11-14 00:00:00,22.057142857142853
2025-11-17 00:00:00,11.642857142857142
2025-11-18 00:00:00,8.9
2025-11-19 00:00:00,7.857142857142857
2025-11-20 00:00:00,5.171428571428572
2025-11-21 00:00:00,5.6571428571428575
2025-11-24 00:00:00,13.685714285714285
2025-11-25 00:00:00,15.028571428571428
2025-11-26 00:00:00,17.657142857142862
2025-11-28 00:00:00,21.771428571428572
2025-12-01 00:00:00,22.085714285714285
2025-12-02 00:00:00,23.257142857142856
2025-12-03 00:00:00,24.771428571428572
2025-12-04 00:00:00,36.02857142857143
2025-12-05 00:00:00,38.142857142857146
2025-12-08 00:00:00,40.77142857142858
2025-12-09 00:00:00,40.94285714285714
2025-12-10 00:00:00,36.371428571428574
2025-12-11 00:00:00,43.74285714285714
2025-12-12 00:00:00,39.285714285714285
2025-12-15 00:00:00,49.314285714285724
2025-12-16 00:00:00,46.4
2025-12-17 00:00:00,37.68571428571429
2025-12-18 00:00:00,42.371428571428574
2025-12-19 00:00:00,44.199999999999996
2025-12-22 00:00:00,54.88571428571429
2025-12-23 00:00:00,58.57142857142857
2025-12-24 00:00:00,58.0
2025-12-26 00:00:00,54.857142857142854
2025-12-29 00:00:00,47.885714285714286
2025-12-30 00:00:00,46.114285714285714
2025-12-31 00:00:00,43.25714285714286
2026-01-02 00:00:00,45.22857142857142
2026-01-05 00:00:00,47.60000000000001
2026-01-06 00:00:00,52.857142857142854
2026-01-07 00:00:00,48.57142857142857
2026-01-08 00:00:00,48.371428571428574
2026-01-09 00:00:00,54.114285714285714
2026-01-12 00:00:00,58.0
2026-01-13 00:00:00,59.085714285714296
2026-01-14 00:00:00,58.62857142857143
2026-01-15 00:00:00,63.65714285714286
2026-01-16 00:00:00,63.77142857142858
2026-01-20 00:00:00,50.85714285714287
2026-01-21 00:00:00,53.857142857142854
2026-01-22 00:00:00,54.771428571428565
2026-01-23 00:00:00,54.885714285714286
2026-01-26 00:00:00,57.65714285714286
2026-01-27 00:00:00,64.97142857142858
2026-01-28 00:00:00,65.54285714285713
2026-01-29 00:00:00,63.82857142857143
2026-01-30 00:00:00,58.60000000000001
2026-02-02 00:00:00,63.40000000000001
2026-02-03 00:00:00,43.34285714285714
2026-02-04 00:00:00,47.228571428571435
2026-02-05 00:00:00,34.94285714285714
2026-02-06 00:00:00,45.371428571428574
2026-02-09 00:00:00,48.4857142857143
2026-02-10 00:00:00,47.228571428571435
2026-02-11 00:00:00,49.91428571428571
2026-02-12 00:00:00,36.357142857142854
2026-02-13 00:00:00,33.84285714285714
2026-02-17 00:00:00,33.31428571428572
2026-02-18 00:00:00,34.157142857142865
2026-02-19 00:00:00,34.400000000000006
2026-02-20 00:00:00,42.34285714285715
2026-02-23 00:00:00,32.542857142857144
2026-02-24 00:00:00,40.25714285714286
2026-02-25 00:00:00,43.142857142857146
2026-02-26 00:00:00,42.91428571428571
2026-02-27 00:00:00,41.17142857142857
2026-03-02 00:00:00,34.285714285714285
2026-03-03 00:00:00,31.628571428571426
2026-03-04 00:00:00,33.07142857142857
2026-03-05 00:00:00,31.62857142857143
2026-03-06 00:00:00,25.25714285714286
2026-03-09 00:00:00,22.228571428571428
2026-03-10 00:00:00,20.271428571428572
2026-03-11 00:00:00,18.314285714285713
2026-03-13 00:00:00,16.671428571428574
2026-03-16 00:00:00,23.914285714285718
2026-03-17 00:00:00,22.88571428571429
2026-03-18 00:00:00,13.614285714285714
2026-03-19 00:00:00,18.314285714285713
2026-03-20 00:00:00,8.4
2026-03-23 00:00:00,11.62857142857143
2026-03-24 00:00:00,10.35714285714286
2026-03-25 00:00:00,16.542857142857144
2026-03-26 00:00:00,10.257142857142858
2026-03-27 00:00:00,8.171428571428573
2026-03-30 00:00:00,5.771428571428572
2026-03-31 00:00:00,14.885714285714284
2026-04-01 00:00:00,15.857142857142858
2026-04-02 00:00:00,18.285714285714285
2026-04-06 00:00:00,21.85714285714286
2026-04-07 00:00:00,21.571428571428573
2026-04-08 00:00:00,29.171428571428574
2026-04-09 00:00:00,33.800000000000004
2026-04-10 00:00:00,38.05714285714286
2026-04-13 00:00:00,40.971428571428575
2026-04-14 00:00:00,47.25714285714286
2026-04-15 00:00:00,56.2
2026-04-16 00:00:00,61.48571428571429
2026-04-17 00:00:00,68.57142857142858
2026-04-20 00:00:00,69.97142857142858
2026-04-21 00:00:00,67.57142857142858
2026-04-22 00:00:00,68.45714285714286
2026-04-23 00:00:00,66.17142857142856
2026-04-24 00:00:00,65.4
2026-04-27 00:00:00,66.28571428571429
2026-04-28 00:00:00,67.42857142857142
2026-04-29 00:00:00,66.22857142857143
2026-04-30 00:00:00,69.51428571428572
2026-05-01 00:00:00,71.17142857142856
2026-05-04 00:00:00,66.88571428571429
2026-05-05 00:00:00,67.25714285714287
2026-05-06 00:00:00,68.74285714285715
2026-05-07 00:00:00,67.28571428571429
2026-05-08 00:00:00,67.28571428571429
2026-05-11 00:00:00,66.62857142857143
2026-05-12 00:00:00,65.68571428571428
2026-05-13 00:00:00,64.97142857142858
2026-05-14 00:00:00,65.91428571428573
2026-05-15 00:00:00,63.22857142857142
2026-05-18 00:00:00,61.5714285714286
2026-05-19 00:00:00,59.3714285714286
2026-05-20 00:00:00,60.2571428571429
